thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0,0,0,[np.float64(-0.4351851851851852)],[np.float64(-0.17777777777777778)],[1],[0],[0],[5.1376428000075975],['target'],0,0,0,0,0.0288477,,5,0.0184253,0.0288477,0.0288477,0.0184553,5.1561108,[np.float64(-0.4351851851851852)],[np.float64(-0.17777777777777778)],[1],[0],[0],[5.1376428000075975],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
1,0,1,[np.float64(-0.09537037037037037)],[np.float64(-0.05185185185185185)],[1],[0],[0],[1.3956605999992462],['target'],1,0,1,0,5.190823,,10,5.175653,5.190823,5.190823,0.0194818,6.5714077,[np.float64(-0.09537037037037037)],[np.float64(-0.05185185185185185)],[1],[0],[0],[1.3956605999992462],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
2,0,2,[np.float64(-0.4703703703703704)],[np.float64(-0.4981481481481482)],[1],[0],[0],[2.3578428000037093],['target'],2,0,2,0,6.610549,,10,6.5974468,6.610549,6.610549,0.0258606,8.9553459,[np.float64(-0.4703703703703704)],[np.float64(-0.4981481481481482)],[1],[0],[0],[2.3578428000037093],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
3,0,3,[np.float64(-0.008333333333333333)],[np.float64(-0.3638888888888889)],[1],[0],[0],[1.8138136999914423],['target'],3,0,3,0,8.9822017,,5,8.9728788,8.9822017,8.9822017,0.0173693,10.7867228,[np.float64(-0.008333333333333333)],[np.float64(-0.3638888888888889)],[1],[0],[0],[1.8138136999914423],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
4,0,4,[np.float64(-0.22407407407407406)],[np.float64(0.11388888888888889)],[1],[0],[0],[1.9757212999975309],['target'],4,0,4,0,10.8023742,,5,10.7941953,10.8023742,10.8023742,0.0073946,12.769962,[np.float64(-0.22407407407407406)],[np.float64(0.11388888888888889)],[1],[0],[0],[1.9757212999975309],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
5,0,5,"[np.float64(0.3712962962962963), np.float64(0.3712962962962963), np.float64(0.3712962962962963), np.float64(0.3675925925925926)]","[np.float64(0.05185185185185185), np.float64(0.05185185185185185), np.float64(0.05185185185185185), np.float64(0.05185185185185185)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.684637800004566, 2.3992585000087274, 2.666386800003238, 3.3496291000046767]","[None, None, None, 'target']",5,0,5,0,12.7958724,,10,12.7873454,12.7958724,12.7958724,0.0173077,16.1370811,"[np.float64(0.3712962962962963), np.float64(0.3712962962962963), np.float64(0.3712962962962963), np.float64(0.3675925925925926)]","[np.float64(0.05185185185185185), np.float64(0.05185185185185185), np.float64(0.05185185185185185), np.float64(0.05185185185185185)]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1.684637800004566, 2.3992585000087274, 2.666386800003238, 3.3496291000046767]","[None, None, None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
6,0,6,"[np.float64(-0.39537037037037037), np.float64(-0.39537037037037037), np.float64(-0.39351851851851855)]","[np.float64(-0.4009259259259259), np.float64(-0.4009259259259259), np.float64(-0.40555555555555556)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.661665499996161, 3.727570499991998, 4.509583199993358]","[None, None, 'target']",6,0,6,0,16.1673145,,10,16.1593648,16.1673145,16.1673145,0.0219606,20.6690359,"[np.float64(-0.39537037037037037), np.float64(-0.39537037037037037), np.float64(-0.39351851851851855)]","[np.float64(-0.4009259259259259), np.float64(-0.4009259259259259), np.float64(-0.40555555555555556)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.661665499996161, 3.727570499991998, 4.509583199993358]","[None, None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
7,0,7,[np.float64(-0.23055555555555557)],[np.float64(-0.43148148148148147)],[1],[0],[0],[1.583675600006245],['target'],7,0,7,0,20.6926337,,5,20.6866404,20.6926337,20.6926337,0.0173564,22.2704896,[np.float64(-0.23055555555555557)],[np.float64(-0.43148148148148147)],[1],[0],[0],[1.583675600006245],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
8,0,8,[np.float64(-0.4185185185185185)],[np.float64(0.33425925925925926)],[1],[0],[0],[3.214848900010111],['target'],8,0,8,0,22.3122598,,10,22.3031126,22.3122598,22.3122598,0.0323607,25.5180417,[np.float64(-0.4185185185185185)],[np.float64(0.33425925925925926)],[1],[0],[0],[3.214848900010111],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
9,0,9,[np.float64(0.41944444444444445)],[np.float64(0.33425925925925926)],[1],[0],[0],[1.9684446000028402],['target'],9,0,9,0,25.5449812,,5,25.5361131,25.5449812,25.5449812,0.0178768,27.5047298,[np.float64(0.41944444444444445)],[np.float64(0.33425925925925926)],[1],[0],[0],[1.9684446000028402],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
10,0,10,[np.float64(0.032407407407407406)],[np.float64(-0.4305555555555556)],[1],[0],[0],[2.1153641999990214],['target'],10,0,10,0,27.5486018,,10,27.5375187,27.5486018,27.5486018,0.0325325,29.6529896,[np.float64(0.032407407407407406)],[np.float64(-0.4305555555555556)],[1],[0],[0],[2.1153641999990214],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
11,0,11,[np.float64(-0.44722222222222224)],[np.float64(0.3787037037037037)],[1],[0],[0],[1.7796769999986282],['target'],11,0,11,0,29.678262,,5,29.6714372,29.678262,29.678262,0.0181526,31.4511586,[np.float64(-0.44722222222222224)],[np.float64(0.3787037037037037)],[1],[0],[0],[1.7796769999986282],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
12,0,12,[np.float64(0.47962962962962963)],[np.float64(0.4759259259259259)],[1],[0],[0],[2.865981199996895],['target'],12,0,12,0,31.4767635,,10,31.4693545,31.4767635,31.4767635,0.018017,34.3355019,[np.float64(0.47962962962962963)],[np.float64(0.4759259259259259)],[1],[0],[0],[2.865981199996895],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
13,0,13,[np.float64(-0.19074074074074074)],[np.float64(0.2574074074074074)],[1],[0],[0],[1.9570833000034327],['target'],13,0,13,0,34.3681553,,10,34.3603785,34.3681553,34.3681553,0.0245297,36.3175357,[np.float64(-0.19074074074074074)],[np.float64(0.2574074074074074)],[1],[0],[0],[1.9570833000034327],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
14,0,14,[np.float64(0.42407407407407405)],[np.float64(0.2935185185185185)],[1],[0],[0],[2.1400143999926513],['target'],14,0,14,0,36.3370838,,5,36.3295614,36.3370838,36.3370838,0.0118812,38.4697662,[np.float64(0.42407407407407405)],[np.float64(0.2935185185185185)],[1],[0],[0],[2.1400143999926513],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
15,0,15,[np.float64(0.3425925925925926)],[np.float64(0.09259259259259259)],[1],[0],[0],[1.2296273000101792],['target'],15,0,15,0,38.4971999,,5,38.488733,38.4971999,38.4971999,0.0184892,39.7184775,[np.float64(0.3425925925925926)],[np.float64(0.09259259259259259)],[1],[0],[0],[1.2296273000101792],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
16,0,16,[np.float64(-0.13055555555555556)],[np.float64(-0.12777777777777777)],[1],[0],[0],[2.9668813000025693],['target'],16,0,16,0,39.7581912,,10,39.7507552,39.7581912,39.7581912,0.0320328,42.7178079,[np.float64(-0.13055555555555556)],[np.float64(-0.12777777777777777)],[1],[0],[0],[2.9668813000025693],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
17,0,17,[np.float64(-0.2601851851851852)],[np.float64(-0.2611111111111111)],[1],[0],[0],[1.3538529999932507],['target'],17,0,17,0,42.7538842,,10,42.7457293,42.7538842,42.7538842,0.027464,44.0997021,[np.float64(-0.2601851851851852)],[np.float64(-0.2611111111111111)],[1],[0],[0],[1.3538529999932507],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
18,0,18,[np.float64(0.24074074074074073)],[np.float64(-0.26296296296296295)],[1],[0],[0],[1.8343886000075145],['target'],18,0,18,0,44.1223744,,5,44.1159133,44.1223744,44.1223744,0.0159213,45.9504153,[np.float64(0.24074074074074073)],[np.float64(-0.26296296296296295)],[1],[0],[0],[1.8343886000075145],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
19,0,19,[np.float64(-0.4675925925925926)],[np.float64(-0.1787037037037037)],[1],[0],[0],[2.5982300999894505],['target'],19,0,19,0,45.9757993,,5,45.9684691,45.9757993,45.9757993,0.0178526,48.566826,[np.float64(-0.4675925925925926)],[np.float64(-0.1787037037037037)],[1],[0],[0],[2.5982300999894505],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
20,0,20,[np.float64(0.23425925925925925)],[np.float64(-0.3712962962962963)],[1],[0],[0],[2.260369499999797],['target'],20,0,20,0,48.598663,,10,48.5903693,48.598663,48.598663,0.0232292,50.8511025,[np.float64(0.23425925925925925)],[np.float64(-0.3712962962962963)],[1],[0],[0],[2.260369499999797],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
21,0,21,[np.float64(0.3398148148148148)],[np.float64(-0.19074074074074074)],[1],[0],[0],[2.162903300006292],['target'],21,0,21,0,50.893432,,10,50.8848627,50.893432,50.893432,0.0332713,53.0478488,[np.float64(0.3398148148148148)],[np.float64(-0.19074074074074074)],[1],[0],[0],[2.162903300006292],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
22,0,22,[np.float64(0.2324074074074074)],[np.float64(-0.11296296296296296)],[1],[0],[0],[1.3007566000014776],['target'],22,0,22,0,53.0913137,,10,53.0823919,53.0913137,53.0913137,0.0343516,54.3833569,[np.float64(0.2324074074074074)],[np.float64(-0.11296296296296296)],[1],[0],[0],[1.3007566000014776],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
23,0,23,[np.float64(0.0787037037037037)],[np.float64(0.47685185185185186)],[1],[0],[0],[2.067309399993974],['target'],23,0,23,0,54.4057375,,5,54.3996145,54.4057375,54.4057375,0.0159917,56.4670327,[np.float64(0.0787037037037037)],[np.float64(0.47685185185185186)],[1],[0],[0],[2.067309399993974],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
24,0,24,[np.float64(-0.3194444444444444)],[np.float64(-0.2111111111111111)],[1],[0],[0],[1.8307963000115706],['target'],24,0,24,0,56.492869,,5,56.4845863,56.492869,56.492869,0.0173613,58.3154753,[np.float64(-0.3194444444444444)],[np.float64(-0.2111111111111111)],[1],[0],[0],[1.8307963000115706],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
25,0,25,[np.float64(0.35648148148148145)],[np.float64(0.47314814814814815)],[1],[0],[0],[2.0488651000050595],['target'],25,0,25,0,58.3389603,,5,58.3327327,58.3389603,58.3389603,0.0170534,60.3816951,[np.float64(0.35648148148148145)],[np.float64(0.47314814814814815)],[1],[0],[0],[2.0488651000050595],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
26,0,26,[np.float64(-0.49166666666666664)],[np.float64(-0.44537037037037036)],[1],[0],[0],[2.5177660000044852],['target'],26,0,26,0,60.402432,,5,60.396252,60.402432,60.402432,0.0143903,62.9141309,[np.float64(-0.49166666666666664)],[np.float64(-0.44537037037037036)],[1],[0],[0],[2.5177660000044852],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
27,0,27,[np.float64(0.27870370370370373)],[np.float64(0.14351851851851852)],[1],[0],[0],[2.1163795000029495],['target'],27,0,27,0,62.937562,,5,62.9317534,62.937562,62.937562,0.0173574,65.0482484,[np.float64(0.27870370370370373)],[np.float64(0.14351851851851852)],[1],[0],[0],[2.1163795000029495],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
28,0,28,[np.float64(-0.4527777777777778)],[np.float64(-0.29259259259259257)],[1],[0],[0],[2.5506329000054393],['target'],28,0,28,0,65.0714835,,5,65.066212,65.0714835,65.0714835,0.0177952,67.617036,[np.float64(-0.4527777777777778)],[np.float64(-0.29259259259259257)],[1],[0],[0],[2.5506329000054393],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
29,0,29,[np.float64(-0.1648148148148148)],[np.float64(-0.07962962962962963)],[1],[0],[0],[1.9641425000008894],['target'],29,0,29,0,67.6417277,,5,67.6336901,67.6417277,67.6417277,0.0164689,69.5979423,[np.float64(-0.1648148148148148)],[np.float64(-0.07962962962962963)],[1],[0],[0],[1.9641425000008894],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
30,0,30,"[np.float64(0.21481481481481482), np.float64(0.1962962962962963), np.float64(0.20833333333333334)]","[np.float64(0.36203703703703705), np.float64(0.35648148148148145), np.float64(0.3574074074074074)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.200909599996521, 3.917147800006205, 4.784139600000344]","[None, None, 'target']",30,0,30,0,69.6356267,,10,69.628444,69.6356267,69.6356267,0.0303276,74.4126795,"[np.float64(0.21481481481481482), np.float64(0.1962962962962963), np.float64(0.20833333333333334)]","[np.float64(0.36203703703703705), np.float64(0.35648148148148145), np.float64(0.3574074074074074)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.200909599996521, 3.917147800006205, 4.784139600000344]","[None, None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
31,0,31,[np.float64(0.29814814814814816)],[np.float64(0.3574074074074074)],[1],[0],[0],[1.2671713999880012],['target'],31,0,31,0,74.4592806,,10,74.4453922,74.4592806,74.4592806,0.0324406,75.7126229,[np.float64(0.29814814814814816)],[np.float64(0.3574074074074074)],[1],[0],[0],[1.2671713999880012],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
32,0,32,[np.float64(0.12129629629629629)],[np.float64(0.1287037037037037)],[1],[0],[0],[1.606941399993957],['target'],32,0,32,0,75.7273367,,5,75.7213808,75.7273367,75.7273367,0.0086399,77.3283864,[np.float64(0.12129629629629629)],[np.float64(0.1287037037037037)],[1],[0],[0],[1.606941399993957],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
33,0,33,[np.float64(0.07407407407407407)],[np.float64(-0.35185185185185186)],[1],[0],[0],[1.6399356999900192],['target'],33,0,33,0,77.3441724,,5,77.3385685,77.3441724,77.3441724,0.0100689,78.9786282,[np.float64(0.07407407407407407)],[np.float64(-0.35185185185185186)],[1],[0],[0],[1.6399356999900192],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
34,0,34,[np.float64(0.30092592592592593)],[np.float64(-0.3472222222222222)],[1],[0],[0],[2.330082100001164],['target'],34,0,34,0,79.0119367,,5,79.0006987,79.0119367,79.0119367,0.0219159,81.3309688,[np.float64(0.30092592592592593)],[np.float64(-0.3472222222222222)],[1],[0],[0],[2.330082100001164],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
35,0,35,[np.float64(0.15185185185185185)],[np.float64(0.13518518518518519)],[1],[0],[0],[1.706751499994425],['target'],35,0,35,0,81.3646352,,5,81.3569418,81.3646352,81.3646352,0.0255417,83.0638013,[np.float64(0.15185185185185185)],[np.float64(0.13518518518518519)],[1],[0],[0],[1.706751499994425],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
36,0,36,[np.float64(-0.041666666666666664)],[np.float64(-0.35833333333333334)],[1],[0],[0],[1.5333401000098092],['target'],36,0,36,0,83.0893957,,5,83.0809037,83.0893957,83.0893957,0.0168779,84.614367,[np.float64(-0.041666666666666664)],[np.float64(-0.35833333333333334)],[1],[0],[0],[1.5333401000098092],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
37,0,37,[np.float64(0.4351851851851852)],[np.float64(-0.47962962962962963)],[1],[0],[0],[2.4560448999982327],['target'],37,0,37,0,84.6661282,,10,84.6569077,84.6661282,84.6661282,0.0423081,87.1130583,[np.float64(0.4351851851851852)],[np.float64(-0.47962962962962963)],[1],[0],[0],[2.4560448999982327],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
38,0,38,"[np.float64(0.16018518518518518), np.float64(0.1712962962962963)]","[np.float64(0.08796296296296297), np.float64(0.0712962962962963)]","[1, 1]","[0, 0]","[0, 0]","[2.650319699998363, 3.5334017999994103]","[None, 'target']",38,0,38,0,87.1559672,,10,87.1447069,87.1559672,87.1559672,0.031408,90.6782056,"[np.float64(0.16018518518518518), np.float64(0.1712962962962963)]","[np.float64(0.08796296296296297), np.float64(0.0712962962962963)]","[1, 1]","[0, 0]","[0, 0]","[2.650319699998363, 3.5334017999994103]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
39,0,39,[np.float64(-0.10833333333333334)],[np.float64(-0.39351851851851855)],[1],[0],[0],[1.7290715999988606],['target'],39,0,39,0,90.7055627,,5,90.6980411,90.7055627,90.7055627,0.0195735,92.4272558,[np.float64(-0.10833333333333334)],[np.float64(-0.39351851851851855)],[1],[0],[0],[1.7290715999988606],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
40,0,40,"[np.float64(0.1398148148148148), np.float64(0.14722222222222223)]","[np.float64(-0.022222222222222223), np.float64(-0.021296296296296296)]","[1, 1]","[0, 0]","[0, 0]","[1.5467493000032846, 2.549339699995471]","[None, 'target']",40,0,40,0,92.4559847,,5,92.4460573,92.4559847,92.4559847,0.0185039,94.9955346,"[np.float64(0.1398148148148148), np.float64(0.14722222222222223)]","[np.float64(-0.022222222222222223), np.float64(-0.021296296296296296)]","[1, 1]","[0, 0]","[0, 0]","[1.5467493000032846, 2.549339699995471]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
41,0,41,"[np.float64(-0.08611111111111111), np.float64(-0.0787037037037037)]","[np.float64(-0.3990740740740741), np.float64(-0.4101851851851852)]","[1, 1]","[0, 0]","[0, 0]","[1.9687301999947522, 3.0329581999976654]","[None, 'target']",41,0,41,0,95.0330487,,10,95.02558,95.0330487,95.0330487,0.0297853,98.0586415,"[np.float64(-0.08611111111111111), np.float64(-0.0787037037037037)]","[np.float64(-0.3990740740740741), np.float64(-0.4101851851851852)]","[1, 1]","[0, 0]","[0, 0]","[1.9687301999947522, 3.0329581999976654]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
42,0,42,[np.float64(-0.10740740740740741)],[np.float64(0.09259259259259259)],[1],[0],[0],[1.9665337999904295],['target'],42,0,42,0,98.0843904,,5,98.0773374,98.0843904,98.0843904,0.0184615,100.0439639,[np.float64(-0.10740740740740741)],[np.float64(0.09259259259259259)],[1],[0],[0],[1.9665337999904295],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
43,0,43,[np.float64(-0.16296296296296298)],[np.float64(-0.19074074074074074)],[1],[0],[0],[1.629543700008071],['target'],43,0,43,0,100.0703439,,5,100.0634527,100.0703439,100.0703439,0.0192759,101.693099,[np.float64(-0.16296296296296298)],[np.float64(-0.19074074074074074)],[1],[0],[0],[1.629543700008071],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
44,0,44,[np.float64(-0.37222222222222223)],[np.float64(-0.44907407407407407)],[1],[0],[0],[1.8839376000105403],['target'],44,0,44,0,101.7166254,,5,101.7091402,101.7166254,101.7166254,0.0158373,103.593274,[np.float64(-0.37222222222222223)],[np.float64(-0.44907407407407407)],[1],[0],[0],[1.8839376000105403],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
45,0,45,[np.float64(0.3907407407407407)],[np.float64(0.18425925925925926)],[1],[0],[0],[2.363550900001428],['target'],45,0,45,0,103.6422256,,10,103.6290527,103.6422256,103.6422256,0.0353944,105.9927712,[np.float64(0.3907407407407407)],[np.float64(0.18425925925925926)],[1],[0],[0],[2.363550900001428],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
46,0,46,[np.float64(0.10740740740740741)],[np.float64(-0.12962962962962962)],[1],[0],[0],[1.9001255000039237],['target'],46,0,46,0,106.0155309,,5,106.0096226,106.0155309,106.0155309,0.0164132,107.9098748,[np.float64(0.10740740740740741)],[np.float64(-0.12962962962962962)],[1],[0],[0],[1.9001255000039237],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
47,0,47,[np.float64(0.040740740740740744)],[np.float64(-0.08981481481481482)],[1],[0],[0],[1.2973995999927865],['target'],47,0,47,0,107.9341547,,5,107.9275561,107.9341547,107.9341547,0.0174461,109.2250529,[np.float64(0.040740740740740744)],[np.float64(-0.08981481481481482)],[1],[0],[0],[1.2973995999927865],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
48,0,48,"[np.float64(0.36944444444444446), np.float64(0.37407407407407406)]","[np.float64(-0.49444444444444446), np.float64(-0.4842592592592593)]","[1, 1]","[0, 0]","[0, 0]","[3.0010098999919137, 3.8158232999994652]","[None, 'target']",48,0,48,0,109.2488696,,5,109.2415861,109.2488696,109.2488696,0.0163507,113.0575544,"[np.float64(0.36944444444444446), np.float64(0.37407407407407406)]","[np.float64(-0.49444444444444446), np.float64(-0.4842592592592593)]","[1, 1]","[0, 0]","[0, 0]","[3.0010098999919137, 3.8158232999994652]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
49,0,49,[np.float64(0.18425925925925926)],[np.float64(-0.38425925925925924)],[1],[0],[0],[1.1845725000021048],['target'],49,0,49,0,113.0981098,,10,113.0900862,113.0981098,113.0981098,0.0322245,114.2748059,[np.float64(0.18425925925925926)],[np.float64(-0.38425925925925924)],[1],[0],[0],[1.1845725000021048],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
50,0,50,[np.float64(-0.12222222222222222)],[np.float64(-0.014814814814814815)],[1],[0],[0],[1.5044537999929162],['target'],50,0,50,0,114.3103593,,10,114.3028949,114.3103593,114.3103593,0.0278465,115.8074228,[np.float64(-0.12222222222222222)],[np.float64(-0.014814814814814815)],[1],[0],[0],[1.5044537999929162],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
51,0,51,[np.float64(-0.06851851851851852)],[np.float64(-0.2953703703703704)],[1],[0],[0],[1.4190871000027983],['target'],51,0,51,0,115.8302788,,10,115.8224228,115.8302788,115.8302788,0.0148632,117.2416216,[np.float64(-0.06851851851851852)],[np.float64(-0.2953703703703704)],[1],[0],[0],[1.4190871000027983],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
52,0,52,[np.float64(0.30185185185185187)],[np.float64(0.4324074074074074)],[1],[0],[0],[2.4999365999974543],['target'],52,0,52,0,117.2622749,,5,117.2569254,117.2622749,117.2622749,0.0150679,119.7570569,[np.float64(0.30185185185185187)],[np.float64(0.4324074074074074)],[1],[0],[0],[2.4999365999974543],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
53,0,53,[np.float64(0.39444444444444443)],[np.float64(-0.17314814814814813)],[1],[0],[0],[1.9498046999942744],['target'],53,0,53,0,119.7999351,,10,119.7901913,119.7999351,119.7999351,0.0326202,121.7400724,[np.float64(0.39444444444444443)],[np.float64(-0.17314814814814813)],[1],[0],[0],[1.9498046999942744],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
54,0,54,[np.float64(-0.3287037037037037)],[np.float64(-0.2722222222222222)],[1],[0],[0],[2.4624635000072885],['target'],54,0,54,0,121.7689551,,10,121.7616392,121.7689551,121.7689551,0.0213868,124.2242198,[np.float64(-0.3287037037037037)],[np.float64(-0.2722222222222222)],[1],[0],[0],[2.4624635000072885],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
55,0,55,[np.float64(-0.37037037037037035)],[np.float64(0.2962962962962963)],[1],[0],[0],[1.78081939999538],['target'],55,0,55,0,124.2507077,,5,124.2437227,124.2507077,124.2507077,0.0190742,126.0246529,[np.float64(-0.37037037037037035)],[np.float64(0.2962962962962963)],[1],[0],[0],[1.78081939999538],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
