thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
56,0,56,[np.float64(-0.18981481481481483)],[np.float64(-0.3592592592592593)],[1],[0],[0],[1.8629995999945095],['target'],56,0,56,0,126.0502958,,5,126.0424616,126.0502958,126.0502958,0.017574,127.9055573,[np.float64(-0.18981481481481483)],[np.float64(-0.3592592592592593)],[1],[0],[0],[1.8629995999945095],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
57,0,57,[np.float64(-0.24537037037037038)],[np.float64(-0.10185185185185185)],[1],[0],[0],[1.3702492000011262],['target'],57,0,57,0,127.9244421,,5,127.9182487,127.9244421,127.9244421,0.0125001,129.2885986,[np.float64(-0.24537037037037038)],[np.float64(-0.10185185185185185)],[1],[0],[0],[1.3702492000011262],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
58,0,58,"[np.float64(0.005555555555555556), np.float64(0.006481481481481481), np.float64(0.013888888888888888)]","[np.float64(-0.46111111111111114), np.float64(-0.45555555555555555), np.float64(-0.44537037037037036)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.631960300001083, 2.5989045000023907, 3.5821827000036137]","[None, None, 'target']",58,0,58,0,129.3141842,,5,129.3063863,129.3141842,129.3141842,0.0176106,132.8886323,"[np.float64(0.005555555555555556), np.float64(0.006481481481481481), np.float64(0.013888888888888888)]","[np.float64(-0.46111111111111114), np.float64(-0.45555555555555555), np.float64(-0.44537037037037036)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.631960300001083, 2.5989045000023907, 3.5821827000036137]","[None, None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
59,0,59,[np.float64(0.0787037037037037)],[np.float64(0.3212962962962963)],[1],[0],[0],[1.7998869000002742],['target'],59,0,59,0,132.910706,,5,132.9051618,132.910706,132.910706,0.0163351,134.7051353,[np.float64(0.0787037037037037)],[np.float64(0.3212962962962963)],[1],[0],[0],[1.7998869000002742],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
60,0,60,"[np.float64(-0.1824074074074074), np.float64(-0.19907407407407407)]","[np.float64(0.09814814814814815), np.float64(0.09722222222222222)]","[1, 1]","[0, 0]","[0, 0]","[1.7514833000022918, 2.915241700000479]","[None, 'target']",60,0,60,0,134.7284471,,5,134.7217978,134.7284471,134.7284471,0.0164585,137.637114,"[np.float64(-0.1824074074074074), np.float64(-0.19907407407407407)]","[np.float64(0.09814814814814815), np.float64(0.09722222222222222)]","[1, 1]","[0, 0]","[0, 0]","[1.7514833000022918, 2.915241700000479]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
61,0,61,[np.float64(-0.22592592592592592)],[np.float64(0.07592592592592592)],[1],[0],[0],[0.916349099992658],['target'],61,0,61,0,137.6633839,,10,137.655819,137.6633839,137.6633839,0.0184723,138.5722882,[np.float64(-0.22592592592592592)],[np.float64(0.07592592592592592)],[1],[0],[0],[0.916349099992658],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
62,0,62,[np.float64(0.19814814814814816)],[np.float64(-0.02962962962962963)],[1],[0],[0],[1.553027399990242],['target'],62,0,62,0,138.6093798,,10,138.6018605,138.6093798,138.6093798,0.0293319,140.1550775,[np.float64(0.19814814814814816)],[np.float64(-0.02962962962962963)],[1],[0],[0],[1.553027399990242],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
63,0,63,"[np.float64(-0.3351851851851852), np.float64(-0.32592592592592595), np.float64(-0.3175925925925926)]","[np.float64(-0.16296296296296298), np.float64(-0.16666666666666666), np.float64(-0.16666666666666666)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.518777000004775, 2.066922500001965, 3.1676278000086313]","[None, None, 'target']",63,0,63,0,140.2004726,,10,140.1866856,140.2004726,140.2004726,0.0312258,143.3544193,"[np.float64(-0.3351851851851852), np.float64(-0.32592592592592595), np.float64(-0.3175925925925926)]","[np.float64(-0.16296296296296298), np.float64(-0.16666666666666666), np.float64(-0.16666666666666666)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.518777000004775, 2.066922500001965, 3.1676278000086313]","[None, None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
64,0,64,[np.float64(-0.3148148148148148)],[np.float64(0.22592592592592592)],[1],[0],[0],[1.5393356999993557],['target'],64,0,64,0,143.3888432,,10,143.3816374,143.3888432,143.3888432,0.0268795,144.9210826,[np.float64(-0.3148148148148148)],[np.float64(0.22592592592592592)],[1],[0],[0],[1.5393356999993557],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
65,0,65,[np.float64(0.4222222222222222)],[np.float64(-0.19537037037037036)],[1],[0],[0],[2.1157040999969468],['target'],65,0,65,0,144.9445506,,5,144.9392629,144.9445506,144.9445506,0.0179189,147.0551069,[np.float64(0.4222222222222222)],[np.float64(-0.19537037037037036)],[1],[0],[0],[2.1157040999969468],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
66,0,66,[np.float64(-0.287962962962963)],[np.float64(-0.1712962962962963)],[1],[0],[0],[1.3060215000004973],['target'],66,0,66,0,147.088758,,5,147.0813185,147.088758,147.088758,0.0258608,148.3874368,[np.float64(-0.287962962962963)],[np.float64(-0.1712962962962963)],[1],[0],[0],[1.3060215000004973],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
67,0,67,[np.float64(-0.06574074074074074)],[np.float64(0.19074074074074074)],[1],[0],[0],[2.937820200007991],['target'],67,0,67,0,148.4232763,,10,148.4152816,148.4232763,148.4232763,0.0276334,151.3532892,[np.float64(-0.06574074074074074)],[np.float64(0.19074074074074074)],[1],[0],[0],[2.937820200007991],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
68,0,68,[np.float64(0.44907407407407407)],[np.float64(0.3824074074074074)],[1],[0],[0],[2.380618399998639],['target'],68,0,68,0,151.3803799,,5,151.3724336,151.3803799,151.3803799,0.0187718,153.753216,[np.float64(0.44907407407407407)],[np.float64(0.3824074074074074)],[1],[0],[0],[2.380618399998639],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
69,0,69,"[np.float64(-0.05462962962962963), np.float64(-0.06111111111111111)]","[np.float64(0.03148148148148148), np.float64(0.030555555555555555)]","[1, 1]","[0, 0]","[0, 0]","[1.582808599996497, 2.598793700002716]","[None, 'target']",69,0,69,0,153.7934033,,10,153.7860305,153.7934033,153.7934033,0.0325164,156.384883,"[np.float64(-0.05462962962962963), np.float64(-0.06111111111111111)]","[np.float64(0.03148148148148148), np.float64(0.030555555555555555)]","[1, 1]","[0, 0]","[0, 0]","[1.582808599996497, 2.598793700002716]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
70,0,70,[np.float64(-0.058333333333333334)],[np.float64(-0.13148148148148148)],[1],[0],[0],[1.4746525999944424],['target'],70,0,70,0,156.4001237,,5,156.3943333,156.4001237,156.4001237,0.0093027,157.8690834,[np.float64(-0.058333333333333334)],[np.float64(-0.13148148148148148)],[1],[0],[0],[1.4746525999944424],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
71,0,71,[np.float64(0.49537037037037035)],[np.float64(-0.04814814814814815)],[1],[0],[0],[2.5846346999896923],['target'],71,0,71,0,157.8901394,,5,157.8842822,157.8901394,157.8901394,0.0149453,160.4690393,[np.float64(0.49537037037037035)],[np.float64(-0.04814814814814815)],[1],[0],[0],[2.5846346999896923],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
72,0,72,"[np.float64(-0.3277777777777778), np.float64(-0.325)]","[np.float64(-0.012037037037037037), np.float64(-0.012037037037037037)]","[1, 1]","[0, 0]","[0, 0]","[1.8202463000052376, 2.7710476000065682]","[None, 'target']",72,0,72,0,160.4870781,,5,160.4819905,160.4870781,160.4870781,0.0127289,163.2533755,"[np.float64(-0.3277777777777778), np.float64(-0.325)]","[np.float64(-0.012037037037037037), np.float64(-0.012037037037037037)]","[1, 1]","[0, 0]","[0, 0]","[1.8202463000052376, 2.7710476000065682]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
73,0,73,[np.float64(-0.26851851851851855)],[np.float64(-0.06481481481481481)],[1],[0],[0],[2.3983379999990575],['target'],73,0,73,0,163.2960772,,10,163.2872602,163.2960772,163.2960772,0.0334865,165.6857126,[np.float64(-0.26851851851851855)],[np.float64(-0.06481481481481481)],[1],[0],[0],[2.3983379999990575],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
74,0,74,[np.float64(0.41388888888888886)],[np.float64(-0.4648148148148148)],[1],[0],[0],[2.7005245000036666],['target'],74,0,74,0,165.7291883,,10,165.7178674,165.7291883,165.7291883,0.0319385,168.4184883,[np.float64(0.41388888888888886)],[np.float64(-0.4648148148148148)],[1],[0],[0],[2.7005245000036666],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
75,0,75,[np.float64(-0.34074074074074073)],[np.float64(-0.42314814814814816)],[1],[0],[0],[2.282895099997404],['target'],75,0,75,0,168.4419474,,5,168.435014,168.4419474,168.4419474,0.0162958,170.7179991,[np.float64(-0.34074074074074073)],[np.float64(-0.42314814814814816)],[1],[0],[0],[2.282895099997404],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
76,0,76,[np.float64(-0.1824074074074074)],[np.float64(0.15462962962962962)],[1],[0],[0],[2.279833900000085],['target'],76,0,76,0,170.7432625,,5,170.7364582,170.7432625,170.7432625,0.0182445,173.0163672,[np.float64(-0.1824074074074074)],[np.float64(0.15462962962962962)],[1],[0],[0],[2.279833900000085],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
77,0,77,[np.float64(0.10833333333333334)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.8228982000000542],['target'],77,0,77,0,173.0337621,,5,173.0283245,173.0337621,173.0337621,0.0117647,174.8513749,[np.float64(0.10833333333333334)],[np.float64(-0.37222222222222223)],[1],[0],[0],[1.8228982000000542],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
78,0,78,[np.float64(-0.000925925925925926)],[np.float64(-0.2574074074074074)],[1],[0],[0],[1.6326809000020148],['target'],78,0,78,0,174.8777836,,5,174.868644,174.8777836,174.8777836,0.0170669,176.5014822,[np.float64(-0.000925925925925926)],[np.float64(-0.2574074074074074)],[1],[0],[0],[1.6326809000020148],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
79,0,79,[np.float64(0.337037037037037)],[np.float64(0.02962962962962963)],[1],[0],[0],[1.54675490000227],['target'],79,0,79,0,176.5271144,,5,176.5204751,176.5271144,176.5271144,0.018655,178.0673457,[np.float64(0.337037037037037)],[np.float64(0.02962962962962963)],[1],[0],[0],[1.54675490000227],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
80,0,80,[np.float64(0.39537037037037037)],[np.float64(-0.07222222222222222)],[1],[0],[0],[1.5143950000056066],['target'],80,0,80,0,178.0936002,,5,178.0862205,178.0936002,178.0936002,0.0186873,179.6007434,[np.float64(0.39537037037037037)],[np.float64(-0.07222222222222222)],[1],[0],[0],[1.5143950000056066],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
81,0,81,[np.float64(0.4083333333333333)],[np.float64(-0.26481481481481484)],[1],[0],[0],[2.9920263000094565],['target'],81,0,81,0,179.6339653,,10,179.6267015,179.6339653,179.6339653,0.0256293,182.6188738,[np.float64(0.4083333333333333)],[np.float64(-0.26481481481481484)],[1],[0],[0],[2.9920263000094565],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
82,0,82,[np.float64(-0.23148148148148148)],[np.float64(0.4398148148148148)],[1],[0],[0],[2.33028270000068],['target'],82,0,82,0,182.6631924,,10,182.6537004,182.6631924,182.6631924,0.0345321,184.9841679,[np.float64(-0.23148148148148148)],[np.float64(0.4398148148148148)],[1],[0],[0],[2.33028270000068],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
83,0,83,[np.float64(0.35462962962962963)],[np.float64(-0.23333333333333334)],[0],[0],[1],[1.9631488000013633],['target'],83,0,83,0,185.0099591,,5,185.003682,185.0099591,185.0099591,0.0187032,186.9669543,[np.float64(0.35462962962962963)],[np.float64(-0.23333333333333334)],[0],[0],[1],[1.9631488000013633],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
84,0,84,"[np.float64(-0.058333333333333334), np.float64(-0.046296296296296294)]","[np.float64(-0.40185185185185185), np.float64(-0.4185185185185185)]","[1, 1]","[0, 0]","[0, 0]","[1.5960457000037422, 2.496905100008007]","[None, 'target']",84,0,84,0,186.9938098,,5,186.9846714,186.9938098,186.9938098,0.0174734,189.4817028,"[np.float64(-0.058333333333333334), np.float64(-0.046296296296296294)]","[np.float64(-0.40185185185185185), np.float64(-0.4185185185185185)]","[1, 1]","[0, 0]","[0, 0]","[1.5960457000037422, 2.496905100008007]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
85,0,85,[np.float64(-0.06759259259259259)],[np.float64(0.05277777777777778)],[1],[0],[0],[3.2135283000097843],['target'],85,0,85,0,189.5083688,,5,189.4997962,189.5083688,189.5083688,0.0177929,192.7134284,[np.float64(-0.06759259259259259)],[np.float64(0.05277777777777778)],[1],[0],[0],[3.2135283000097843],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
86,0,86,[np.float64(0.125)],[np.float64(0.20092592592592592)],[1],[0],[0],[1.4889251999993576],['target'],86,0,86,0,192.7487045,,10,192.741156,192.7487045,192.7487045,0.0274982,194.2301761,[np.float64(0.125)],[np.float64(0.20092592592592592)],[1],[0],[0],[1.4889251999993576],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
87,0,87,[np.float64(-0.48055555555555557)],[np.float64(-0.23703703703703705)],[1],[0],[0],[1.6172073999914574],['target'],87,0,87,0,194.253614,,5,194.2458685,194.253614,194.253614,0.0154907,195.863132,[np.float64(-0.48055555555555557)],[np.float64(-0.23703703703703705)],[1],[0],[0],[1.6172073999914574],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
88,0,88,[np.float64(-0.19166666666666668)],[np.float64(-0.3768518518518518)],[1],[0],[0],[1.480604600001243],['target'],88,0,88,0,195.8917678,,10,195.8826412,195.8917678,195.8917678,0.0193921,197.3633179,[np.float64(-0.19166666666666668)],[np.float64(-0.3768518518518518)],[1],[0],[0],[1.480604600001243],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
89,0,89,[np.float64(0.20833333333333334)],[np.float64(0.10555555555555556)],[1],[0],[0],[2.4709332000056747],['target'],89,0,89,0,197.3826776,,5,197.3745422,197.3826776,197.3826776,0.011074,199.8455431,[np.float64(0.20833333333333334)],[np.float64(0.10555555555555556)],[1],[0],[0],[2.4709332000056747],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
90,0,90,[np.float64(0.13703703703703704)],[np.float64(0.3888888888888889)],[1],[0],[0],[1.5742382000025827],['target'],90,0,90,0,199.8611707,,5,199.8547549,199.8611707,199.8611707,0.0090863,201.4290563,[np.float64(0.13703703703703704)],[np.float64(0.3888888888888889)],[1],[0],[0],[1.5742382000025827],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
91,0,91,[np.float64(-0.22407407407407406)],[np.float64(-0.1361111111111111)],[1],[0],[0],[1.643268799991347],['target'],91,0,91,0,201.4445301,,5,201.4372371,201.4445301,201.4445301,0.0080669,203.0806299,[np.float64(-0.22407407407407406)],[np.float64(-0.1361111111111111)],[1],[0],[0],[1.643268799991347],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
92,0,92,[np.float64(0.19074074074074074)],[np.float64(0.20462962962962963)],[1],[0],[0],[1.6619181999994908],['target'],92,0,92,0,203.1094563,,5,203.1003938,203.1094563,203.1094563,0.0195721,204.762353,[np.float64(0.19074074074074074)],[np.float64(0.20462962962962963)],[1],[0],[0],[1.6619181999994908],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
93,0,93,[np.float64(-0.44814814814814813)],[np.float64(0.12129629629629629)],[1],[0],[0],[1.424943499994697],['target'],93,0,93,0,204.7781496,,5,204.7720123,204.7781496,204.7781496,0.0095371,206.1970743,[np.float64(-0.44814814814814813)],[np.float64(0.12129629629629629)],[1],[0],[0],[1.424943499994697],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
94,0,94,[np.float64(0.41574074074074074)],[np.float64(-0.3490740740740741)],[1],[0],[0],[2.3872835999936797],['target'],94,0,94,0,206.2331863,,10,206.2256778,206.2331863,206.2331863,0.0283661,208.6130695,[np.float64(0.41574074074074074)],[np.float64(-0.3490740740740741)],[1],[0],[0],[2.3872835999936797],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
95,0,95,[np.float64(-0.16574074074074074)],[np.float64(0.4351851851851852)],[1],[0],[0],[1.801753199993982],['target'],95,0,95,0,208.6366885,,5,208.6295133,208.6366885,208.6366885,0.0161928,210.4314106,[np.float64(-0.16574074074074074)],[np.float64(0.4351851851851852)],[1],[0],[0],[1.801753199993982],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
96,0,96,[np.float64(0.24722222222222223)],[np.float64(0.14722222222222223)],[1],[0],[0],[2.1287863999896217],['target'],96,0,96,0,210.4573299,,5,210.4492602,210.4573299,210.4573299,0.0176175,212.5781722,[np.float64(0.24722222222222223)],[np.float64(0.14722222222222223)],[1],[0],[0],[2.1287863999896217],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
97,0,97,[np.float64(0.012962962962962963)],[np.float64(0.1111111111111111)],[1],[0],[0],[1.53325429999677],['target'],97,0,97,0,212.6029557,,5,212.5965856,212.6029557,212.6029557,0.0178448,214.1300077,[np.float64(0.012962962962962963)],[np.float64(0.1111111111111111)],[1],[0],[0],[1.53325429999677],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
98,0,98,[np.float64(0.3314814814814815)],[np.float64(0.08981481481481482)],[1],[0],[0],[1.7439250000024913],['target'],98,0,98,0,214.1582417,,5,214.1505246,214.1582417,214.1582417,0.0202333,215.8944974,[np.float64(0.3314814814814815)],[np.float64(0.08981481481481482)],[1],[0],[0],[1.7439250000024913],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
99,0,99,[np.float64(0.10925925925925926)],[np.float64(0.39166666666666666)],[1],[0],[0],[2.6030640000099083],['target'],99,0,99,0,215.9159367,,5,215.9072322,215.9159367,215.9159367,0.0126189,218.5103665,[np.float64(0.10925925925925926)],[np.float64(0.39166666666666666)],[1],[0],[0],[2.6030640000099083],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
100,0,100,[np.float64(-0.25555555555555554)],[np.float64(-0.09351851851851851)],[1],[0],[0],[1.694475100011914],['target'],100,0,100,0,218.5421911,,10,218.5322002,218.5421911,218.5421911,0.0217009,220.2267908,[np.float64(-0.25555555555555554)],[np.float64(-0.09351851851851851)],[1],[0],[0],[1.694475100011914],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
101,0,101,[np.float64(-0.43703703703703706)],[np.float64(0.2898148148148148)],[1],[0],[0],[1.7784804000111762],['target'],101,0,101,0,220.25711,,10,220.2486817,220.25711,220.25711,0.0217819,222.0272509,[np.float64(-0.43703703703703706)],[np.float64(0.2898148148148148)],[1],[0],[0],[1.7784804000111762],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
102,0,102,[np.float64(-0.2916666666666667)],[np.float64(-0.022222222222222223)],[1],[0],[0],[1.4650247000099625],['target'],102,0,102,0,222.0578322,,10,222.0481722,222.0578322,222.0578322,0.0207343,223.5133133,[np.float64(-0.2916666666666667)],[np.float64(-0.022222222222222223)],[1],[0],[0],[1.4650247000099625],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
103,0,103,[np.float64(-0.2972222222222222)],[np.float64(0.07592592592592592)],[1],[0],[0],[1.3668636000074912],['target'],103,0,103,0,223.5500467,,10,223.5430182,223.5500467,223.5500467,0.0294021,224.9100519,[np.float64(-0.2972222222222222)],[np.float64(0.07592592592592592)],[1],[0],[0],[1.3668636000074912],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
104,0,104,[np.float64(0.25462962962962965)],[np.float64(-0.2324074074074074)],[1],[0],[0],[3.0030626999941887],['target'],104,0,104,0,224.946596,,10,224.9391285,224.946596,224.946596,0.0288321,227.9422464,[np.float64(0.25462962962962965)],[np.float64(-0.2324074074074074)],[1],[0],[0],[3.0030626999941887],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
105,0,105,[np.float64(0.2675925925925926)],[np.float64(-0.18796296296296297)],[1],[0],[0],[1.0769606999965617],['target'],105,0,105,0,227.9575606,,5,227.9505735,227.9575606,227.9575606,0.0081899,229.0276852,[np.float64(0.2675925925925926)],[np.float64(-0.18796296296296297)],[1],[0],[0],[1.0769606999965617],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
106,0,106,[np.float64(0.22777777777777777)],[np.float64(-0.4685185185185185)],[1],[0],[0],[1.9145789000031073],['target'],106,0,106,0,229.0564199,,5,229.0455904,229.0564199,229.0564199,0.0176656,230.9602702,[np.float64(0.22777777777777777)],[np.float64(-0.4685185185185185)],[1],[0],[0],[1.9145789000031073],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
107,0,107,[np.float64(0.1814814814814815)],[np.float64(0.21388888888888888)],[1],[0],[0],[1.4342067999969004],['target'],107,0,107,0,230.9862948,,5,230.9776011,230.9862948,230.9862948,0.0171427,232.4119534,[np.float64(0.1814814814814815)],[np.float64(0.21388888888888888)],[1],[0],[0],[1.4342067999969004],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
108,0,108,"[np.float64(0.4027777777777778), np.float64(0.4074074074074074)]","[np.float64(-0.17314814814814813), np.float64(-0.16574074074074074)]","[1, 1]","[0, 0]","[0, 0]","[1.9336011999985203, 2.932319700004882]","[None, 'target']",108,0,108,0,232.4535136,,10,232.4435627,232.4535136,232.4535136,0.0313192,235.3759843,"[np.float64(0.4027777777777778), np.float64(0.4074074074074074)]","[np.float64(-0.17314814814814813), np.float64(-0.16574074074074074)]","[1, 1]","[0, 0]","[0, 0]","[1.9336011999985203, 2.932319700004882]","[None, 'target']",748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
109,0,109,[np.float64(0.23425925925925925)],[np.float64(0.34444444444444444)],[1],[0],[0],[1.515969899992342],['target'],109,0,109,0,235.3999763,,5,235.3924776,235.3999763,235.3999763,0.0162202,236.9088079,[np.float64(0.23425925925925925)],[np.float64(0.34444444444444444)],[1],[0],[0],[1.515969899992342],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
110,0,110,[np.float64(-0.3768518518518518)],[np.float64(0.030555555555555555)],[1],[0],[0],[1.5704484000016237],['target'],110,0,110,0,236.9448172,,10,236.9375042,236.9448172,236.9448172,0.0283919,238.5080748,[np.float64(-0.3768518518518518)],[np.float64(0.030555555555555555)],[1],[0],[0],[1.5704484000016237],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
111,0,111,[np.float64(-0.23981481481481481)],[np.float64(-0.14722222222222223)],[1],[0],[0],[1.3337118999916129],['target'],111,0,111,0,238.5340211,,5,238.5253645,238.5340211,238.5340211,0.0170528,239.859176,[np.float64(-0.23981481481481481)],[np.float64(-0.14722222222222223)],[1],[0],[0],[1.3337118999916129],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
112,0,112,[np.float64(-0.4462962962962963)],[np.float64(-0.1638888888888889)],[1],[0],[0],[1.536023299995577],['target'],112,0,112,0,239.8782597,,5,239.8730549,239.8782597,239.8782597,0.013654,241.4091936,[np.float64(-0.4462962962962963)],[np.float64(-0.1638888888888889)],[1],[0],[0],[1.536023299995577],['target'],748860,1,2025-10-02_03h59.21.233,untitled,,2025.1.1,60.07987018,2025-10-02 03h59.25.362581 +0530
