thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
16,0,16,[np.float64(0.2657407407407407)],[np.float64(0.22962962962962963)],[1],[0],[0],[1.3769940000056522],['target'],16,0,16,0,34.78713,,10,34.7802285,34.78713,34.78713,0.0254967,36.1573302,[np.float64(0.2657407407407407)],[np.float64(0.22962962962962963)],[1],[0],[0],[1.3769940000056522],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
17,0,17,"[np.float64(-0.10740740740740741), np.float64(-0.10740740740740741), np.float64(-0.09814814814814815)]","[np.float64(0.07962962962962963), np.float64(0.07962962962962963), np.float64(0.08055555555555556)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.186098200007109, 1.8138545000110753, 2.55129480001051]","[None, None, 'target']",17,0,17,0,36.1798988,,5,36.173541,36.1798988,36.1798988,0.0159824,38.7249598,"[np.float64(-0.10740740740740741), np.float64(-0.10740740740740741), np.float64(-0.09814814814814815)]","[np.float64(0.07962962962962963), np.float64(0.07962962962962963), np.float64(0.08055555555555556)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.186098200007109, 1.8138545000110753, 2.55129480001051]","[None, None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
18,0,18,[np.float64(-0.13796296296296295)],[np.float64(0.026851851851851852)],[1],[0],[0],[1.5207835999899544],['target'],18,0,18,0,38.7598235,,10,38.7518511,38.7598235,38.7598235,0.0266222,40.2727999,[np.float64(-0.13796296296296295)],[np.float64(0.026851851851851852)],[1],[0],[0],[1.5207835999899544],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
19,0,19,[np.float64(-0.22592592592592592)],[np.float64(-0.18796296296296297)],[1],[0],[0],[1.2129193000000669],['target'],19,0,19,0,40.2962714,,5,40.2907226,40.2962714,40.2962714,0.0175544,41.5038096,[np.float64(-0.22592592592592592)],[np.float64(-0.18796296296296297)],[1],[0],[0],[1.2129193000000669],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
20,0,20,"[np.float64(-0.0962962962962963), np.float64(-0.08611111111111111)]","[np.float64(-0.37037037037037035), np.float64(-0.37592592592592594)]","[1, 1]","[0, 0]","[0, 0]","[1.437706500000786, 2.3931365000025835]","[None, 'target']",20,0,20,0,41.5383311,,10,41.5312436,41.5383311,41.5383311,0.0271419,43.9244834,"[np.float64(-0.0962962962962963), np.float64(-0.08611111111111111)]","[np.float64(-0.37037037037037035), np.float64(-0.37592592592592594)]","[1, 1]","[0, 0]","[0, 0]","[1.437706500000786, 2.3931365000025835]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
21,0,21,[np.float64(-0.000925925925925926)],[np.float64(-0.06851851851851852)],[1],[0],[0],[1.3979672999994364],['target'],21,0,21,0,43.9453997,,5,43.9395994,43.9453997,43.9453997,0.0148735,45.3376765,[np.float64(-0.000925925925925926)],[np.float64(-0.06851851851851852)],[1],[0],[0],[1.3979672999994364],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
22,0,22,[np.float64(0.20185185185185187)],[np.float64(-0.3314814814814815)],[1],[0],[0],[1.7534607999987202],['target'],22,0,22,0,45.3595767,,5,45.3537607,45.3595767,45.3595767,0.0158455,47.1073233,[np.float64(0.20185185185185187)],[np.float64(-0.3314814814814815)],[1],[0],[0],[1.7534607999987202],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
23,0,23,[np.float64(0.16666666666666666)],[np.float64(0.33425925925925926)],[1],[0],[0],[1.9056933999963803],['target'],23,0,23,0,47.1395657,,10,47.1322387,47.1395657,47.1395657,0.0247234,49.0380707,[np.float64(0.16666666666666666)],[np.float64(0.33425925925925926)],[1],[0],[0],[1.9056933999963803],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
24,0,24,"[np.float64(-0.30185185185185187), np.float64(-0.2953703703703704)]","[np.float64(-0.4537037037037037), np.float64(-0.4537037037037037)]","[1, 1]","[0, 0]","[0, 0]","[2.069000400006189, 3.069828600011533]","[None, 'target']",24,0,24,0,49.0748168,,10,49.0677906,49.0748168,49.0748168,0.0294758,52.1377279,"[np.float64(-0.30185185185185187), np.float64(-0.2953703703703704)]","[np.float64(-0.4537037037037037), np.float64(-0.4537037037037037)]","[1, 1]","[0, 0]","[0, 0]","[2.069000400006189, 3.069828600011533]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
25,0,25,[np.float64(-0.1527777777777778)],[np.float64(-0.03148148148148148)],[1],[0],[0],[1.2098508000053698],['target'],25,0,25,0,52.1687108,,10,52.1613643,52.1687108,52.1687108,0.0233722,53.3713394,[np.float64(-0.1527777777777778)],[np.float64(-0.03148148148148148)],[1],[0],[0],[1.2098508000053698],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
26,0,26,[np.float64(0.29074074074074074)],[np.float64(-0.125)],[1],[0],[0],[1.752808700010064],['target'],26,0,26,0,53.4056499,,10,53.3985592,53.4056499,53.4056499,0.0269078,55.1514836,[np.float64(0.29074074074074074)],[np.float64(-0.125)],[1],[0],[0],[1.752808700010064],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
27,0,27,[np.float64(-0.43148148148148147)],[np.float64(-0.42407407407407405)],[1],[0],[0],[1.735564999995404],['target'],27,0,27,0,55.1811662,,5,55.1712393,55.1811662,55.1811662,0.0194807,56.9069045,[np.float64(-0.43148148148148147)],[np.float64(-0.42407407407407405)],[1],[0],[0],[1.735564999995404],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
28,0,28,[np.float64(0.19814814814814816)],[np.float64(0.41203703703703703)],[1],[0],[0],[2.6105275000008987],['target'],28,0,28,0,56.9309281,,5,56.92412,56.9309281,56.9309281,0.0170213,59.5347066,[np.float64(0.19814814814814816)],[np.float64(0.41203703703703703)],[1],[0],[0],[2.6105275000008987],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
29,0,29,[np.float64(-0.21296296296296297)],[np.float64(0.2675925925925926)],[1],[0],[0],[1.5163840000022901],['target'],29,0,29,0,59.5601814,,5,59.5542964,59.5601814,59.5601814,0.0194821,61.0708285,[np.float64(-0.21296296296296297)],[np.float64(0.2675925925925926)],[1],[0],[0],[1.5163840000022901],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
30,0,30,[np.float64(0.43148148148148147)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.4989312999969115],['target'],30,0,30,0,61.0953179,,5,61.089025,61.0953179,61.0953179,0.0179557,62.5880738,[np.float64(0.43148148148148147)],[np.float64(0.46111111111111114)],[1],[0],[0],[1.4989312999969115],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
31,0,31,"[np.float64(-0.1962962962962963), np.float64(-0.18981481481481483)]","[np.float64(-0.17407407407407408), np.float64(-0.18425925925925926)]","[1, 1]","[0, 0]","[0, 0]","[1.2599249000049895, 2.2429761000094004]","[None, 'target']",31,0,31,0,62.6172121,,5,62.6081461,62.6172121,62.6172121,0.0198571,64.8512546,"[np.float64(-0.1962962962962963), np.float64(-0.18981481481481483)]","[np.float64(-0.17407407407407408), np.float64(-0.18425925925925926)]","[1, 1]","[0, 0]","[0, 0]","[1.2599249000049895, 2.2429761000094004]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
32,0,32,[np.float64(0.11666666666666667)],[np.float64(0.24259259259259258)],[1],[0],[0],[1.2948143999965396],['target'],32,0,32,0,64.880411,,5,64.8721262,64.880411,64.880411,0.0206546,66.1670608,[np.float64(0.11666666666666667)],[np.float64(0.24259259259259258)],[1],[0],[0],[1.2948143999965396],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
33,0,33,"[np.float64(-0.3787037037037037), np.float64(-0.3787037037037037), np.float64(-0.3768518518518518)]","[np.float64(0.003703703703703704), np.float64(0.003703703703703704), np.float64(0.001851851851851852)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.4100201000110246, 1.9457500999997137, 2.990973000007216]","[None, None, 'target']",33,0,33,0,66.2050941,,10,66.1930848,66.2050941,66.2050941,0.0257748,69.1841626,"[np.float64(-0.3787037037037037), np.float64(-0.3787037037037037), np.float64(-0.3768518518518518)]","[np.float64(0.003703703703703704), np.float64(0.003703703703703704), np.float64(0.001851851851851852)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.4100201000110246, 1.9457500999997137, 2.990973000007216]","[None, None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
34,0,34,[np.float64(-0.16666666666666666)],[np.float64(0.225)],[1],[0],[0],[1.0858768000034615],['target'],34,0,34,0,69.2073211,,5,69.201621,69.2073211,69.2073211,0.017174,70.2875882,[np.float64(-0.16666666666666666)],[np.float64(0.225)],[1],[0],[0],[1.0858768000034615],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
35,0,35,[np.float64(0.3138888888888889)],[np.float64(0.43796296296296294)],[1],[0],[0],[3.2405219999927795],['target'],35,0,35,0,70.3202413,,10,70.3129487,70.3202413,70.3202413,0.0251814,73.5535823,[np.float64(0.3138888888888889)],[np.float64(0.43796296296296294)],[1],[0],[0],[3.2405219999927795],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
36,0,36,[np.float64(-0.17592592592592593)],[np.float64(-0.3287037037037037)],[1],[0],[0],[2.1304957999964245],['target'],36,0,36,0,73.5722517,,5,73.5672162,73.5722517,73.5722517,0.0133947,75.6977792,[np.float64(-0.17592592592592593)],[np.float64(-0.3287037037037037)],[1],[0],[0],[2.1304957999964245],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
37,0,37,"[np.float64(-0.17314814814814813), np.float64(-0.16666666666666666)]","[np.float64(-0.48518518518518516), np.float64(-0.48703703703703705)]","[1, 1]","[0, 0]","[0, 0]","[1.4682311000069603, 2.504816100001335]","[None, 'target']",37,0,37,0,75.7379829,,10,75.7300869,75.7379829,75.7379829,0.0321981,78.2350788,"[np.float64(-0.17314814814814813), np.float64(-0.16666666666666666)]","[np.float64(-0.48518518518518516), np.float64(-0.48703703703703705)]","[1, 1]","[0, 0]","[0, 0]","[1.4682311000069603, 2.504816100001335]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
38,0,38,[np.float64(0.018518518518518517)],[np.float64(-0.46574074074074073)],[1],[0],[0],[2.3012199999939185],['target'],38,0,38,0,78.2583029,,5,78.2525054,78.2583029,78.2583029,0.017115,80.5538201,[np.float64(0.018518518518518517)],[np.float64(-0.46574074074074073)],[1],[0],[0],[2.3012199999939185],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
39,0,39,[np.float64(0.475)],[np.float64(0.09351851851851851)],[1],[0],[0],[2.053864600005909],['target'],39,0,39,0,80.5859105,,10,80.5787676,80.5859105,80.5859105,0.0247662,82.6327435,[np.float64(0.475)],[np.float64(0.09351851851851851)],[1],[0],[0],[2.053864600005909],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
40,0,40,[np.float64(0.23796296296296296)],[np.float64(0.14351851851851852)],[1],[0],[0],[2.123738599999342],['target'],40,0,40,0,82.6701844,,10,82.6631724,82.6701844,82.6701844,0.0301496,84.7870081,[np.float64(0.23796296296296296)],[np.float64(0.14351851851851852)],[1],[0],[0],[2.123738599999342],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
41,0,41,[np.float64(-0.30462962962962964)],[np.float64(-0.25833333333333336)],[1],[0],[0],[1.7112828000099398],['target'],41,0,41,0,84.8111538,,5,84.8048684,84.8111538,84.8111538,0.0176465,86.5162628,[np.float64(-0.30462962962962964)],[np.float64(-0.25833333333333336)],[1],[0],[0],[1.7112828000099398],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
42,0,42,[np.float64(0.022222222222222223)],[np.float64(0.49074074074074076)],[1],[0],[0],[2.5817407999857096],['target'],42,0,42,0,86.5635096,,10,86.5508314,86.5635096,86.5635096,0.0343679,89.1327188,[np.float64(0.022222222222222223)],[np.float64(0.49074074074074076)],[1],[0],[0],[2.5817407999857096],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
43,0,43,[np.float64(0.11018518518518519)],[np.float64(-0.14074074074074075)],[1],[0],[0],[1.6337955000053626],['target'],43,0,43,0,89.1720152,,10,89.1646901,89.1720152,89.1720152,0.0315976,90.7986109,[np.float64(0.11018518518518519)],[np.float64(-0.14074074074074075)],[1],[0],[0],[1.6337955000053626],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
44,0,44,"[np.float64(-0.48518518518518516), np.float64(-0.47685185185185186)]","[np.float64(0.18333333333333332), np.float64(0.18333333333333332)]","[1, 1]","[0, 0]","[0, 0]","[1.994031599999289, 3.0718845000083093]","[None, 'target']",44,0,44,0,90.8324583,,10,90.8253564,90.8324583,90.8324583,0.0264249,93.8973638,"[np.float64(-0.48518518518518516), np.float64(-0.47685185185185186)]","[np.float64(0.18333333333333332), np.float64(0.18333333333333332)]","[1, 1]","[0, 0]","[0, 0]","[1.994031599999289, 3.0718845000083093]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
45,0,45,[np.float64(-0.41759259259259257)],[np.float64(0.08888888888888889)],[1],[0],[0],[1.1637805999926059],['target'],45,0,45,0,93.9229328,,5,93.916816,93.9229328,93.9229328,0.019172,95.0807096,[np.float64(-0.41759259259259257)],[np.float64(0.08888888888888889)],[1],[0],[0],[1.1637805999926059],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
46,0,46,[np.float64(0.25462962962962965)],[np.float64(0.13240740740740742)],[1],[0],[0],[1.6129072000039741],['target'],46,0,46,0,95.1114938,,10,95.1042315,95.1114938,95.1114938,0.023304,96.7172448,[np.float64(0.25462962962962965)],[np.float64(0.13240740740740742)],[1],[0],[0],[1.6129072000039741],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
47,0,47,[np.float64(0.41388888888888886)],[np.float64(0.23055555555555557)],[1],[0],[0],[1.3786892000061926],['target'],47,0,47,0,96.742454,,5,96.7350113,96.742454,96.742454,0.0175073,98.113825,[np.float64(0.41388888888888886)],[np.float64(0.23055555555555557)],[1],[0],[0],[1.3786892000061926],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
48,0,48,[np.float64(0.1925925925925926)],[np.float64(-0.058333333333333334)],[1],[0],[0],[1.3161847000010312],['target'],48,0,48,0,98.1372095,,5,98.1307512,98.1372095,98.1372095,0.0166927,99.4470584,[np.float64(0.1925925925925926)],[np.float64(-0.058333333333333334)],[1],[0],[0],[1.3161847000010312],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
49,0,49,[np.float64(0.2074074074074074)],[np.float64(-0.22407407407407406)],[1],[0],[0],[1.3767288999952143],['target'],49,0,49,0,99.4793265,,10,99.4720707,99.4793265,99.4793265,0.0247755,100.8490098,[np.float64(0.2074074074074074)],[np.float64(-0.22407407407407406)],[1],[0],[0],[1.3767288999952143],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
50,0,50,[np.float64(-0.05925925925925926)],[np.float64(0.36666666666666664)],[1],[0],[0],[1.481451500003459],['target'],50,0,50,0,100.8718272,,5,100.8661182,100.8718272,100.8718272,0.0167645,102.3480523,[np.float64(-0.05925925925925926)],[np.float64(0.36666666666666664)],[1],[0],[0],[1.481451500003459],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
51,0,51,"[np.float64(0.25555555555555554), np.float64(0.26944444444444443)]","[np.float64(-0.07314814814814814), np.float64(-0.07777777777777778)]","[1, 1]","[0, 0]","[0, 0]","[1.2103735999990022, 2.111763000008068]","[None, 'target']",51,0,51,0,102.3799418,,5,102.3700834,102.3799418,102.3799418,0.0217327,104.4819361,"[np.float64(0.25555555555555554), np.float64(0.26944444444444443)]","[np.float64(-0.07314814814814814), np.float64(-0.07777777777777778)]","[1, 1]","[0, 0]","[0, 0]","[1.2103735999990022, 2.111763000008068]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
52,0,52,"[np.float64(-0.325), np.float64(-0.31851851851851853)]","[np.float64(0.2518518518518518), np.float64(0.2490740740740741)]","[1, 1]","[0, 0]","[0, 0]","[1.4224582000024384, 2.3530942000070354]","[None, 'target']",52,0,52,0,104.5147079,,10,104.5075543,104.5147079,104.5147079,0.0253931,106.8607706,"[np.float64(-0.325), np.float64(-0.31851851851851853)]","[np.float64(0.2518518518518518), np.float64(0.2490740740740741)]","[1, 1]","[0, 0]","[0, 0]","[1.4224582000024384, 2.3530942000070354]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
