thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
53,0,53,[np.float64(-0.11944444444444445)],[np.float64(0.13425925925925927)],[1],[0],[0],[1.3520837999967625],['target'],53,0,53,0,106.9024197,,10,106.893483,106.9024197,106.9024197,0.0324168,108.2457873,[np.float64(-0.11944444444444445)],[np.float64(0.13425925925925927)],[1],[0],[0],[1.3520837999967625],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
54,0,54,"[np.float64(-0.3037037037037037), np.float64(-0.30185185185185187)]","[np.float64(0.07314814814814814), np.float64(0.06851851851851852)]","[1, 1]","[0, 0]","[0, 0]","[2.7675267000013264, 3.7002246000047307]","[None, 'target']",54,0,54,0,108.2946842,,10,108.2821998,108.2946842,108.2946842,0.0360564,111.9825228,"[np.float64(-0.3037037037037037), np.float64(-0.30185185185185187)]","[np.float64(0.07314814814814814), np.float64(0.06851851851851852)]","[1, 1]","[0, 0]","[0, 0]","[2.7675267000013264, 3.7002246000047307]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
55,0,55,[np.float64(-0.125)],[np.float64(-0.26666666666666666)],[1],[0],[0],[1.4602845999907004],['target'],55,0,55,0,112.0267333,,10,112.0184904,112.0267333,112.0267333,0.0357157,113.4788792,[np.float64(-0.125)],[np.float64(-0.26666666666666666)],[1],[0],[0],[1.4602845999907004],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
56,0,56,[np.float64(0.4527777777777778)],[np.float64(-0.3611111111111111)],[1],[0],[0],[2.0268839999916963],['target'],56,0,56,0,113.5096288,,10,113.5024936,113.5096288,113.5096288,0.0233814,115.529492,[np.float64(0.4527777777777778)],[np.float64(-0.3611111111111111)],[1],[0],[0],[2.0268839999916963],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
57,0,57,[np.float64(-0.2824074074074074)],[np.float64(0.3277777777777778)],[1],[0],[0],[2.0573555000009947],['target'],57,0,57,0,115.5590064,,10,115.5519083,115.5590064,115.5590064,0.0221433,117.609359,[np.float64(-0.2824074074074074)],[np.float64(0.3277777777777778)],[1],[0],[0],[2.0573555000009947],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
58,0,58,[np.float64(0.17222222222222222)],[np.float64(0.22592592592592592)],[1],[0],[0],[1.9511084999976447],['target'],58,0,58,0,117.6498339,,10,117.641868,117.6498339,117.6498339,0.0323022,119.5930888,[np.float64(0.17222222222222222)],[np.float64(0.22592592592592592)],[1],[0],[0],[1.9511084999976447],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
59,0,59,[np.float64(-0.48333333333333334)],[np.float64(0.41203703703703703)],[1],[0],[0],[1.852660400007153],['target'],59,0,59,0,119.6233475,,5,119.6105051,119.6233475,119.6233475,0.0171939,121.4632553,[np.float64(-0.48333333333333334)],[np.float64(0.41203703703703703)],[1],[0],[0],[1.852660400007153],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
60,0,60,[np.float64(0.375)],[np.float64(0.06574074074074074)],[1],[0],[0],[2.5317254999972647],['target'],60,0,60,0,121.508349,,10,121.4975537,121.508349,121.508349,0.0341235,124.029381,[np.float64(0.375)],[np.float64(0.06574074074074074)],[1],[0],[0],[2.5317254999972647],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
61,0,61,"[np.float64(0.018518518518518517), np.float64(0.025)]","[np.float64(0.24351851851851852), np.float64(0.23981481481481481)]","[1, 1]","[0, 0]","[0, 0]","[1.4502862999943318, 2.3296348999865586]","[None, 'target']",61,0,61,0,124.0505024,,5,124.044964,124.0505024,124.0505024,0.0153463,126.3747159,"[np.float64(0.018518518518518517), np.float64(0.025)]","[np.float64(0.24351851851851852), np.float64(0.23981481481481481)]","[1, 1]","[0, 0]","[0, 0]","[1.4502862999943318, 2.3296348999865586]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
62,0,62,[np.float64(0.26944444444444443)],[np.float64(-0.09351851851851851)],[1],[0],[0],[1.581665999998222],['target'],62,0,62,0,126.4018233,,5,126.3955313,126.4018233,126.4018233,0.0205847,127.9772964,[np.float64(0.26944444444444443)],[np.float64(-0.09351851851851851)],[1],[0],[0],[1.581665999998222],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
63,0,63,[np.float64(-0.3111111111111111)],[np.float64(-0.12407407407407407)],[1],[0],[0],[1.7213119999942137],['target'],63,0,63,0,128.011074,,10,128.0037856,128.011074,128.011074,0.0262962,129.7252128,[np.float64(-0.3111111111111111)],[np.float64(-0.12407407407407407)],[1],[0],[0],[1.7213119999942137],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
64,0,64,[np.float64(0.39351851851851855)],[np.float64(0.34814814814814815)],[1],[0],[0],[1.7991124999971362],['target'],64,0,64,0,129.7696856,,10,129.7624092,129.7696856,129.7696856,0.0369638,131.5616189,[np.float64(0.39351851851851855)],[np.float64(0.34814814814814815)],[1],[0],[0],[1.7991124999971362],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
65,0,65,[np.float64(0.12222222222222222)],[np.float64(-0.10185185185185185)],[1],[0],[0],[1.3190638999949442],['target'],65,0,65,0,131.5861785,,5,131.5778755,131.5861785,131.5861785,0.0160356,132.8970376,[np.float64(0.12222222222222222)],[np.float64(-0.10185185185185185)],[1],[0],[0],[1.3190638999949442],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
66,0,66,[np.float64(0.42314814814814816)],[np.float64(0.028703703703703703)],[1],[0],[0],[2.7811879999935627],['target'],66,0,66,0,132.9213658,,5,132.9144455,132.9213658,132.9213658,0.0172293,135.6957265,[np.float64(0.42314814814814816)],[np.float64(0.028703703703703703)],[1],[0],[0],[2.7811879999935627],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
67,0,67,[np.float64(0.175)],[np.float64(-0.11203703703703703)],[1],[0],[0],[1.2654610000026878],['target'],67,0,67,0,135.7342663,,10,135.7268027,135.7342663,135.7342663,0.0309025,136.9923764,[np.float64(0.175)],[np.float64(-0.11203703703703703)],[1],[0],[0],[1.2654610000026878],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
68,0,68,[np.float64(0.37222222222222223)],[np.float64(0.4009259259259259)],[1],[0],[0],[2.3755154000100447],['target'],68,0,68,0,137.0271746,,10,137.0199116,137.0271746,137.0271746,0.0272842,139.3955821,[np.float64(0.37222222222222223)],[np.float64(0.4009259259259259)],[1],[0],[0],[2.3755154000100447],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
69,0,69,"[np.float64(-0.07685185185185185), np.float64(-0.07222222222222222)]","[np.float64(-0.33796296296296297), np.float64(-0.33611111111111114)]","[1, 1]","[0, 0]","[0, 0]","[1.7349107999907574, 2.6477122999931453]","[None, 'target']",69,0,69,0,139.4147143,,5,139.4090911,139.4147143,139.4147143,0.0132793,142.056951,"[np.float64(-0.07685185185185185), np.float64(-0.07222222222222222)]","[np.float64(-0.33796296296296297), np.float64(-0.33611111111111114)]","[1, 1]","[0, 0]","[0, 0]","[1.7349107999907574, 2.6477122999931453]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
70,0,70,"[np.float64(-0.058333333333333334), np.float64(-0.05277777777777778)]","[np.float64(0.3861111111111111), np.float64(0.40370370370370373)]","[1, 1]","[0, 0]","[0, 0]","[1.6825694999861298, 3.0345466999860946]","[None, 'target']",70,0,70,0,142.0823946,,5,142.0748087,142.0823946,142.0823946,0.0175686,145.1095142,"[np.float64(-0.058333333333333334), np.float64(-0.05277777777777778)]","[np.float64(0.3861111111111111), np.float64(0.40370370370370373)]","[1, 1]","[0, 0]","[0, 0]","[1.6825694999861298, 3.0345466999860946]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
71,0,71,[np.float64(-0.14722222222222223)],[np.float64(-0.1)],[1],[0],[0],[1.607200099999318],['target'],71,0,71,0,145.1406944,,10,145.1335927,145.1406944,145.1406944,0.023747,146.7409204,[np.float64(-0.14722222222222223)],[np.float64(-0.1)],[1],[0],[0],[1.607200099999318],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
72,0,72,[np.float64(-0.1574074074074074)],[np.float64(-0.08518518518518518)],[1],[0],[0],[1.0313448000088101],['target'],72,0,72,0,146.7663556,,5,146.7603546,146.7663556,146.7663556,0.0191309,147.7918077,[np.float64(-0.1574074074074074)],[np.float64(-0.08518518518518518)],[1],[0],[0],[1.0313448000088101],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
73,0,73,[np.float64(-0.3888888888888889)],[np.float64(-0.22314814814814815)],[1],[0],[0],[1.551136599999154],['target'],73,0,73,0,147.8144379,,5,147.808847,147.8144379,147.8144379,0.0168388,149.360235,[np.float64(-0.3888888888888889)],[np.float64(-0.22314814814814815)],[1],[0],[0],[1.551136599999154],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
74,0,74,[np.float64(0.4787037037037037)],[np.float64(0.03981481481481482)],[1],[0],[0],[1.9829518999904394],['target'],74,0,74,0,149.3840979,,5,149.3766078,149.3840979,149.3840979,0.0161716,151.359657,[np.float64(0.4787037037037037)],[np.float64(0.03981481481481482)],[1],[0],[0],[1.9829518999904394],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
75,0,75,[np.float64(-0.10462962962962963)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.5569080999994185],['target'],75,0,75,0,151.3916864,,10,151.385205,151.3916864,151.3916864,0.0252968,152.9422457,[np.float64(-0.10462962962962963)],[np.float64(0.008333333333333333)],[1],[0],[0],[1.5569080999994185],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
76,0,76,[np.float64(0.2601851851851852)],[np.float64(-0.32685185185185184)],[1],[0],[0],[1.7646215999993728],['target'],76,0,76,0,153.0312402,,10,153.0247792,153.0312402,153.0312402,0.0822562,154.7895717,[np.float64(0.2601851851851852)],[np.float64(-0.32685185185185184)],[1],[0],[0],[1.7646215999993728],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
77,0,77,[np.float64(0.04351851851851852)],[np.float64(-0.08981481481481482)],[1],[0],[0],[1.3410771999915596],['target'],77,0,77,0,154.8206656,,10,154.8139198,154.8206656,154.8206656,0.0239761,156.1551162,[np.float64(0.04351851851851852)],[np.float64(-0.08981481481481482)],[1],[0],[0],[1.3410771999915596],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
78,0,78,[np.float64(-0.007407407407407408)],[np.float64(0.1824074074074074)],[1],[0],[0],[1.2260452999908011],['target'],78,0,78,0,156.1873549,,10,156.1801,156.1873549,156.1873549,0.0247231,157.4062556,[np.float64(-0.007407407407407408)],[np.float64(0.1824074074074074)],[1],[0],[0],[1.2260452999908011],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
79,0,79,[np.float64(0.23425925925925925)],[np.float64(-0.3212962962962963)],[1],[0],[0],[1.5498328999965452],['target'],79,0,79,0,157.4296359,,5,157.4230876,157.4296359,157.4296359,0.0166093,158.9730046,[np.float64(0.23425925925925925)],[np.float64(-0.3212962962962963)],[1],[0],[0],[1.5498328999965452],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
80,0,80,"[np.float64(-0.2898148148148148), np.float64(-0.2824074074074074)]","[np.float64(-0.10462962962962963), np.float64(-0.10833333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.5157324000028893, 2.450498100006371]","[None, 'target']",80,0,80,0,158.9995344,,5,158.9907432,158.9995344,158.9995344,0.0175906,161.4413275,"[np.float64(-0.2898148148148148), np.float64(-0.2824074074074074)]","[np.float64(-0.10462962962962963), np.float64(-0.10833333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.5157324000028893, 2.450498100006371]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
81,0,81,[np.float64(-0.42407407407407405)],[np.float64(-0.13240740740740742)],[1],[0],[0],[1.3078259000030812],['target'],81,0,81,0,161.4718488,,10,161.4648396,161.4718488,161.4718488,0.0233107,162.7727744,[np.float64(-0.42407407407407405)],[np.float64(-0.13240740740740742)],[1],[0],[0],[1.3078259000030812],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
82,0,82,[np.float64(-0.2898148148148148)],[np.float64(0.3277777777777778)],[1],[0],[0],[2.7907295000040904],['target'],82,0,82,0,162.8044227,,10,162.7972515,162.8044227,162.8044227,0.0242457,165.588089,[np.float64(-0.2898148148148148)],[np.float64(0.3277777777777778)],[1],[0],[0],[2.7907295000040904],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
83,0,83,[np.float64(0.1361111111111111)],[np.float64(-0.3712962962962963)],[1],[0],[0],[2.3928627999994205],['target'],83,0,83,0,165.6209067,,10,165.6119298,165.6209067,165.6209067,0.0235813,168.0048992,[np.float64(0.1361111111111111)],[np.float64(-0.3712962962962963)],[1],[0],[0],[2.3928627999994205],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
84,0,84,[np.float64(0.2490740740740741)],[np.float64(0.2777777777777778)],[1],[0],[0],[2.0196048999932827],['target'],84,0,84,0,168.0299855,,5,168.0215102,168.0299855,168.0299855,0.0163964,170.0412064,[np.float64(0.2490740740740741)],[np.float64(0.2777777777777778)],[1],[0],[0],[2.0196048999932827],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
85,0,85,[np.float64(0.4388888888888889)],[np.float64(0.2962962962962963)],[1],[0],[0],[2.18203780001204],['target'],85,0,85,0,170.0628004,,5,170.0565955,170.0628004,170.0628004,0.0152146,172.2387499,[np.float64(0.4388888888888889)],[np.float64(0.2962962962962963)],[1],[0],[0],[2.18203780001204],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
86,0,86,[np.float64(-0.27314814814814814)],[np.float64(0.325)],[1],[0],[0],[2.959302299990668],['target'],86,0,86,0,172.2736009,,10,172.264345,172.2736009,172.2736009,0.0253889,175.2237496,[np.float64(-0.27314814814814814)],[np.float64(0.325)],[1],[0],[0],[2.959302299990668],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
87,0,87,[np.float64(0.20925925925925926)],[np.float64(0.08425925925925926)],[1],[0],[0],[1.6742853000032483],['target'],87,0,87,0,175.2563686,,10,175.2487496,175.2563686,175.2563686,0.0247783,176.9231119,[np.float64(0.20925925925925926)],[np.float64(0.08425925925925926)],[1],[0],[0],[1.6742853000032483],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
88,0,88,[np.float64(-0.3453703703703704)],[np.float64(-0.47962962962962963)],[1],[0],[0],[2.4758285999996588],['target'],88,0,88,0,176.953772,,10,176.946382,176.953772,176.953772,0.0230747,179.4223152,[np.float64(-0.3453703703703704)],[np.float64(-0.47962962962962963)],[1],[0],[0],[2.4758285999996588],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
89,0,89,[np.float64(-0.12685185185185185)],[np.float64(-0.05)],[1],[0],[0],[1.4925444000109565],['target'],89,0,89,0,179.4507025,,10,179.4434463,179.4507025,179.4507025,0.0209037,180.9360876,[np.float64(-0.12685185185185185)],[np.float64(-0.05)],[1],[0],[0],[1.4925444000109565],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
90,0,90,[np.float64(0.24351851851851852)],[np.float64(-0.10648148148148148)],[1],[0],[0],[1.6259219000057783],['target'],90,0,90,0,180.968154,,10,180.9609505,180.968154,180.968154,0.0246572,182.5869812,[np.float64(0.24351851851851852)],[np.float64(-0.10648148148148148)],[1],[0],[0],[1.6259219000057783],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
91,0,91,[np.float64(0.19814814814814816)],[np.float64(0.44722222222222224)],[1],[0],[0],[1.7234281999990344],['target'],91,0,91,0,182.6248458,,10,182.6137817,182.6248458,182.6248458,0.0265731,184.3373319,[np.float64(0.19814814814814816)],[np.float64(0.44722222222222224)],[1],[0],[0],[1.7234281999990344],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
92,0,92,[np.float64(0.37592592592592594)],[np.float64(0.36574074074074076)],[1],[0],[0],[1.3518840000033379],['target'],92,0,92,0,184.3625335,,5,184.3553788,184.3625335,184.3625335,0.0178012,185.7073617,[np.float64(0.37592592592592594)],[np.float64(0.36574074074074076)],[1],[0],[0],[1.3518840000033379],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
93,0,93,[np.float64(0.15925925925925927)],[np.float64(0.33240740740740743)],[1],[0],[0],[1.4560906999977306],['target'],93,0,93,0,185.7382872,,10,185.7310827,185.7382872,185.7382872,0.0235453,187.1873179,[np.float64(0.15925925925925927)],[np.float64(0.33240740740740743)],[1],[0],[0],[1.4560906999977306],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
94,0,94,[np.float64(0.15555555555555556)],[np.float64(-0.3972222222222222)],[1],[0],[0],[2.261250600000494],['target'],94,0,94,0,187.219005,,10,187.2112808,187.219005,187.219005,0.0236824,189.4726332,[np.float64(0.15555555555555556)],[np.float64(-0.3972222222222222)],[1],[0],[0],[2.261250600000494],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
95,0,95,[np.float64(0.11203703703703703)],[np.float64(0.4787037037037037)],[1],[0],[0],[2.1651792000047863],['target'],95,0,95,0,189.4961456,,5,189.4900545,189.4961456,189.4961456,0.0172314,191.6553452,[np.float64(0.11203703703703703)],[np.float64(0.4787037037037037)],[1],[0],[0],[2.1651792000047863],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
96,0,96,[np.float64(0.06388888888888888)],[np.float64(0.014814814814814815)],[1],[0],[0],[2.094224000000395],['target'],96,0,96,0,191.6811234,,5,191.6723925,191.6811234,191.6811234,0.0168615,193.7667314,[np.float64(0.06388888888888888)],[np.float64(0.014814814814814815)],[1],[0],[0],[2.094224000000395],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
97,0,97,"[np.float64(-0.33796296296296297), np.float64(-0.3333333333333333)]","[np.float64(-0.47314814814814815), np.float64(-0.4648148148148148)]","[1, 1]","[0, 0]","[0, 0]","[2.200669799989555, 2.9982319999980973]","[None, 'target']",97,0,97,0,193.8131501,,10,193.8013966,193.8131501,193.8131501,0.034478,196.799753,"[np.float64(-0.33796296296296297), np.float64(-0.3333333333333333)]","[np.float64(-0.47314814814814815), np.float64(-0.4648148148148148)]","[1, 1]","[0, 0]","[0, 0]","[2.200669799989555, 2.9982319999980973]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
98,0,98,[np.float64(0.42407407407407405)],[np.float64(0.20462962962962963)],[1],[0],[0],[2.244347199986805],['target'],98,0,98,0,196.8311094,,10,196.8243261,196.8311094,196.8311094,0.0242574,199.0688028,[np.float64(0.42407407407407405)],[np.float64(0.20462962962962963)],[1],[0],[0],[2.244347199986805],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
99,0,99,[np.float64(-0.4083333333333333)],[np.float64(-0.040740740740740744)],[1],[0],[0],[1.84602559999621],['target'],99,0,99,0,199.0954298,,5,199.0872612,199.0954298,199.0954298,0.0181654,200.9334489,[np.float64(-0.4083333333333333)],[np.float64(-0.040740740740740744)],[1],[0],[0],[1.84602559999621],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
100,0,100,[np.float64(0.10185185185185185)],[np.float64(-0.10925925925925926)],[1],[0],[0],[1.4826827999931993],['target'],100,0,100,0,200.9736711,,10,200.9661448,200.9736711,200.9736711,0.0323886,202.4489658,[np.float64(0.10185185185185185)],[np.float64(-0.10925925925925926)],[1],[0],[0],[1.4826827999931993],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
101,0,101,[np.float64(0.31666666666666665)],[np.float64(0.49166666666666664)],[1],[0],[0],[1.9849541000003228],['target'],101,0,101,0,202.4757272,,5,202.4670736,202.4757272,202.4757272,0.0178265,204.4521272,[np.float64(0.31666666666666665)],[np.float64(0.49166666666666664)],[1],[0],[0],[1.9849541000003228],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
102,0,102,[np.float64(-0.018518518518518517)],[np.float64(-0.1712962962962963)],[1],[0],[0],[1.4400140999932773],['target'],102,0,102,0,204.4834495,,10,204.4762032,204.4834495,204.4834495,0.0238767,205.9165294,[np.float64(-0.018518518518518517)],[np.float64(-0.1712962962962963)],[1],[0],[0],[1.4400140999932773],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
103,0,103,[np.float64(-0.5018518518518519)],[np.float64(-0.30925925925925923)],[1],[0],[0],[1.4986289000080433],['target'],103,0,103,0,205.9461551,,5,205.936938,205.9461551,205.9461551,0.0200498,207.4356496,[np.float64(-0.5018518518518519)],[np.float64(-0.30925925925925923)],[1],[0],[0],[1.4986289000080433],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
104,0,104,[np.float64(-0.049074074074074076)],[np.float64(0.4046296296296296)],[1],[0],[0],[1.3807096000091406],['target'],104,0,104,0,207.4609696,,5,207.4538137,207.4609696,207.4609696,0.0180082,208.8346158,[np.float64(-0.049074074074074076)],[np.float64(0.4046296296296296)],[1],[0],[0],[1.3807096000091406],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
105,0,105,[np.float64(-0.12222222222222222)],[np.float64(0.4842592592592593)],[1],[0],[0],[1.198264199992991],['target'],105,0,105,0,208.8573717,,5,208.8511488,208.8573717,208.8573717,0.0163726,210.0495311,[np.float64(-0.12222222222222222)],[np.float64(0.4842592592592593)],[1],[0],[0],[1.198264199992991],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
106,0,106,[np.float64(0.3416666666666667)],[np.float64(-0.42407407407407405)],[1],[0],[0],[1.9282978999981424],['target'],106,0,106,0,210.082063,,10,210.0749858,210.082063,210.082063,0.025262,212.0033885,[np.float64(0.3416666666666667)],[np.float64(-0.42407407407407405)],[1],[0],[0],[1.9282978999981424],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
107,0,107,[np.float64(0.4962962962962963)],[np.float64(0.2111111111111111)],[1],[0],[0],[1.7264511000103084],['target'],107,0,107,0,212.033197,,10,212.0259227,212.033197,212.033197,0.0223272,213.7525074,[np.float64(0.4962962962962963)],[np.float64(0.2111111111111111)],[1],[0],[0],[1.7264511000103084],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
108,0,108,[np.float64(0.43796296296296294)],[np.float64(-0.27685185185185185)],[1],[0],[0],[2.055498300003819],['target'],108,0,108,0,213.7846109,,10,213.7769144,213.7846109,213.7846109,0.0241681,215.8325821,[np.float64(0.43796296296296294)],[np.float64(-0.27685185185185185)],[1],[0],[0],[2.055498300003819],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
109,0,109,"[np.float64(-0.3768518518518518), np.float64(-0.38055555555555554)]","[np.float64(0.4638888888888889), np.float64(0.4685185185185185)]","[1, 1]","[0, 0]","[0, 0]","[2.5151531000010436, 3.1977181999973254]","[None, 'target']",109,0,109,0,215.8601807,,10,215.8531468,215.8601807,215.8601807,0.0203006,219.0509677,"[np.float64(-0.3768518518518518), np.float64(-0.38055555555555554)]","[np.float64(0.4638888888888889), np.float64(0.4685185185185185)]","[1, 1]","[0, 0]","[0, 0]","[2.5151531000010436, 3.1977181999973254]","[None, 'target']",981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
110,0,110,[np.float64(0.08796296296296297)],[np.float64(0.10925925925925926)],[1],[0],[0],[1.397082399998908],['target'],110,0,110,0,219.0785149,,5,219.0699581,219.0785149,219.0785149,0.0186116,220.4671498,[np.float64(0.08796296296296297)],[np.float64(0.10925925925925926)],[1],[0],[0],[1.397082399998908],['target'],981210,1,2025-10-02_03h38.00.805,untitled,,2025.1.1,60.0824331,2025-10-02 03h38.06.095139 +0530
