pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line_2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
50,c,10,2,2,c,1,0.304282,None,2,2,10,2,,,,,25.1412807,,25.1257035,25.1412807,26.1243409,26.1243409,26.1243409,26.1243409,26.1413673,27.1409435,27.1409435,27.4580147,c,1,0.304282,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,11,3,2,z,1,0.9094379,None,2,3,11,3,,,,,27.4737851,,27.458475,27.4737851,28.4557913,28.4557913,28.4557913,28.4557913,28.490616,29.4713822,29.4713822,30.3887363,z,1,0.9094379,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,12,0,3,x,1,0.3413509,None,3,0,12,0,,,,,30.4053967,,30.3890086,30.4053967,31.3901812,31.3901812,31.3901812,31.3901812,31.406472,32.3901245,32.3901245,32.7409128,x,1,0.3413509,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,13,1,3,v,1,0.3376353,None,3,1,13,1,,,,,32.7571106,,32.7414021,32.7571106,33.7390396,33.7390396,33.7390396,33.7390396,33.773112,34.7567667,34.7567667,35.1064978,v,1,0.3376353,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,14,2,3,c,1,0.3021212,None,3,2,14,2,,,,,35.1223118,,35.1071761,35.1223118,36.1057736,36.1057736,36.1057736,36.1057736,36.121373,37.1221659,37.1221659,37.4404026,c,1,0.3021212,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,15,3,3,z,1,0.4288235,None,3,3,15,3,,,,,37.4565277,,37.4411326,37.4565277,38.4561369,38.4561369,38.4561369,38.4561369,38.4561369,39.4381954,39.4381954,39.87419,z,1,0.4288235,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,16,0,4,x,1,0.3711128,None,4,0,16,0,,,,,39.8879631,,39.875148,39.8879631,40.8887836,40.8887836,40.8887836,40.8887836,40.8887836,41.8887028,41.8887028,42.2726088,x,1,0.3711128,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,17,1,4,v,1,0.2845188,None,4,1,17,1,,,,,42.2876438,,42.2732471,42.2876438,43.2720336,43.2720336,43.2720336,43.2720336,43.2881755,44.2885764,44.2885764,44.5888972,v,1,0.2845188,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,18,2,4,c,1,0.4089735,None,4,2,18,2,,,,,44.6051438,,44.5894715,44.6051438,45.60416,45.60416,45.60416,45.60416,45.60416,46.6046586,46.6046586,47.0221661,c,1,0.4089735,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,19,3,4,z,1,0.58339,None,4,3,19,3,,,,,47.0380512,,47.022725,47.0380512,48.0210696,48.0210696,48.0210696,48.0210696,48.0377488,49.0357438,49.0357438,49.6205798,z,1,0.58339,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,20,0,5,x,1,0.3110164,None,5,0,20,0,,,,,49.6368545,,49.6211124,49.6368545,50.6207505,50.6207505,50.6207505,50.6207505,50.6375785,51.6200449,51.6200449,51.9382711,x,1,0.3110164,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,21,1,5,v,1,0.4774677,None,5,1,21,1,,,,,51.9539122,,51.9390595,51.9539122,52.9367697,52.9367697,52.9367697,52.9367697,52.9545745,53.9540977,53.9540977,54.4379527,v,1,0.4774677,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,22,2,5,c,1,0.3187708,None,5,2,22,2,,,,,54.453521,,54.4385314,54.453521,55.436665,55.436665,55.436665,55.436665,55.4537578,56.4530526,56.4530526,56.7875292,c,1,0.3187708,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,23,3,5,z,1,0.5934439,None,5,3,23,3,,,,,56.8037971,,56.7882683,56.8037971,57.7860762,57.7860762,57.7860762,57.7860762,57.8190516,58.7856935,58.7856935,59.3874262,z,1,0.5934439,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,24,0,6,x,1,0.2475467,None,6,0,24,0,,,,,59.4021237,,59.3880644,59.4021237,60.4030324,60.4030324,60.4030324,60.4030324,60.4030324,61.4005472,61.4005472,61.6515462,x,1,0.2475467,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,25,1,6,v,1,0.8121638,None,6,1,25,1,,,,,61.6678663,,61.651757,61.6678663,62.6525618,62.6525618,62.6525618,62.6525618,62.6685964,63.6515105,63.6515105,64.46918,v,1,0.8121638,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,26,2,6,c,1,0.3275008,None,6,2,26,2,,,,,64.4853931,,64.4699209,64.4853931,65.4843225,65.4843225,65.4843225,65.4843225,65.4843225,66.484818,66.484818,66.8202611,c,1,0.3275008,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,27,3,6,z,1,0.6463891,None,6,3,27,3,,,,,66.8350943,,66.8212287,66.8350943,67.8348524,67.8348524,67.8348524,67.8348524,67.8348524,68.8346877,68.8346877,69.4866881,z,1,0.6463891,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,28,0,7,x,1,0.4125564,None,7,0,28,0,,,,,69.5021455,,69.4872887,69.5021455,70.5016882,70.5016882,70.5016882,70.5016882,70.5190187,71.5012073,71.5012073,71.9203583,x,1,0.4125564,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,29,1,7,v,1,0.5231747,None,7,1,29,1,,,,,71.9340455,,71.9211986,71.9340455,72.9350786,72.9350786,72.9350786,72.9350786,72.9350786,73.9345924,73.9345924,74.4677689,v,1,0.5231747,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,30,2,7,c,1,0.5833901,None,7,2,30,2,,,,,74.4843931,,74.4684037,74.4843931,75.4666234,75.4666234,75.4666234,75.4666234,75.5007445,76.4668519,76.4668519,77.0515179,c,1,0.5833901,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,31,3,7,z,1,0.5689082,None,7,3,31,3,,,,,77.0672963,,77.0522201,77.0672963,78.06533,78.06533,78.06533,78.06533,78.0822485,79.0493472,79.0493472,79.6353775,z,1,0.5689082,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,32,0,8,x,1,0.7048681,None,8,0,32,0,,,,,79.6508615,,79.6359379,79.6508615,80.6482381,80.6482381,80.6482381,80.6482381,80.6651479,81.6494697,81.6494697,82.3672118,x,1,0.7048681,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,33,1,8,v,1,0.3057406,None,8,1,33,1,,,,,82.3826943,,82.36789,82.3826943,83.3671526,83.3671526,83.3671526,83.3671526,83.3827197,84.3822985,84.3822985,84.6987066,v,1,0.3057406,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,34,2,8,c,1,0.3090732,None,8,2,34,2,,,,,84.7158337,,84.6990914,84.7158337,85.6995189,85.6995189,85.6995189,85.6995189,85.7159237,86.69882,86.69882,87.0172002,c,1,0.3090732,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,35,3,8,z,1,0.6872211,None,8,3,35,3,,,,,87.0324607,,87.0182849,87.0324607,88.0316241,88.0316241,88.0316241,88.0316241,88.0316241,89.0316819,89.0316819,89.7335072,z,1,0.6872211,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,36,0,9,x,1,0.3658859,None,9,0,36,0,,,,,89.7485288,,89.7343602,89.7485288,90.7476679,90.7476679,90.7476679,90.7476679,90.7632622,91.7479536,91.7479536,92.1168609,x,1,0.3658859,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,37,1,9,v,1,0.3558429,None,9,1,37,1,,,,,92.1313604,,92.1175871,92.1313604,93.1147417,93.1147417,93.1147417,93.1147417,93.1310088,94.1318047,94.1318047,94.4985562,v,1,0.3558429,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,38,2,9,c,1,0.4498258,None,9,2,38,2,,,,,94.515056,,94.4991636,94.515056,95.5146417,95.5146417,95.5146417,95.5146417,95.5146417,96.4977452,96.4977452,96.9501915,c,1,0.4498258,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,39,3,9,z,1,0.6909868,None,9,3,39,3,,,,,96.9642385,,96.9509322,96.9642385,97.9639126,97.9639126,97.9639126,97.9639126,97.9639126,98.9623956,98.9623956,99.6648914,z,1,0.6909868,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,40,0,10,x,1,0.3304201,None,10,0,40,0,,,,,99.6800329,,99.6655429,99.6800329,100.6631914,100.6631914,100.6631914,100.6631914,100.6805028,101.6805124,101.6805124,102.0156554,x,1,0.3304201,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,41,1,10,v,1,0.2726368,None,10,1,41,1,,,,,102.031406,,102.0161975,102.031406,103.0321483,103.0321483,103.0321483,103.0321483,103.0476371,104.0299125,104.0299125,104.3139708,v,1,0.2726368,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,42,2,10,c,1,0.3261394,None,10,2,42,2,,,,,104.3304618,,104.3148302,104.3304618,105.3137256,105.3137256,105.3137256,105.3137256,105.3308496,106.3315189,106.3315189,106.665052,c,1,0.3261394,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,43,3,10,z,1,0.680629,None,10,3,43,3,,,,,106.6802264,,106.6657997,106.6802264,107.6793019,107.6793019,107.6793019,107.6793019,107.6793019,108.6795242,108.6795242,109.3650301,z,1,0.680629,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,44,0,11,x,1,0.3016267,None,11,0,44,0,,,,,109.379273,,109.3657031,109.379273,110.3802815,110.3802815,110.3802815,110.3802815,110.3802815,111.3805348,111.3805348,111.6973628,x,1,0.3016267,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,45,1,11,v,1,0.3611162,None,11,1,45,1,,,,,111.7122227,,111.6979714,111.7122227,112.7108751,112.7108751,112.7108751,112.7108751,112.7271692,113.7101862,113.7101862,114.0779693,v,1,0.3611162,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,46,2,11,c,1,0.6492399,None,11,2,46,2,,,,,114.0936535,,114.0782783,114.0936535,115.0795851,115.0795851,115.0795851,115.0795851,115.0955751,116.0790334,116.0790334,116.7473061,c,1,0.6492399,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,47,3,11,z,1,0.5410022,None,11,3,47,3,,,,,116.7620697,,116.7479425,116.7620697,117.7633156,117.7633156,117.7633156,117.7633156,117.7633156,118.7613337,118.7613337,119.3119403,z,1,0.5410022,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,48,0,12,x,1,0.3092717,None,12,0,48,0,,,,,119.3283977,,119.3125729,119.3283977,120.3130731,120.3130731,120.3130731,120.3130731,120.3285998,121.3117021,121.3117021,121.6298494,x,1,0.3092717,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,49,1,12,v,1,0.3338771,None,12,1,49,1,,,,,121.6439774,,121.6304671,121.6439774,122.6448591,122.6448591,122.6448591,122.6448591,122.6448591,123.6281028,123.6281028,123.9778484,v,1,0.3338771,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,50,2,12,c,1,0.3652363,None,12,2,50,2,,,,,123.9932793,,123.9785019,123.9932793,124.9787383,124.9787383,124.9787383,124.9787383,124.995747,125.9770446,125.9770446,126.3461543,c,1,0.3652363,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,51,3,12,z,1,0.6741511,None,12,3,51,3,,,,,126.3610706,,126.3468301,126.3610706,127.3619218,127.3619218,127.3619218,127.3619218,127.3619218,128.3606601,128.3606601,129.0449176,z,1,0.6741511,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,52,0,13,x,1,0.2758405,None,13,0,52,0,,,,,129.0614534,,129.0454978,129.0614534,130.0440874,130.0440874,130.0440874,130.0440874,130.0605283,131.0604238,131.0604238,131.3438005,x,1,0.2758405,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,53,1,13,v,1,0.2628207,None,13,1,53,1,,,,,131.3606195,,131.3443735,131.3606195,132.3425143,132.3425143,132.3425143,132.3425143,132.3764718,133.3433023,133.3433023,133.6132431,v,1,0.2628207,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,54,2,13,c,1,0.3084591,None,13,2,54,2,,,,,133.6268443,,133.6139471,133.6268443,134.626752,134.626752,134.626752,134.626752,134.626752,135.6266421,135.6266421,135.944027,c,1,0.3084591,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,55,3,13,x,0,0.3864868,None,13,3,55,3,,,,,135.9598998,,135.9445564,135.9598998,136.9436178,136.9436178,136.9436178,136.9436178,136.9596335,137.9427523,137.9427523,138.3433337,x,0,0.3864868,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,56,0,14,x,1,0.6903845,None,14,0,56,0,,,,,138.3594568,,138.3440311,138.3594568,139.3424268,139.3424268,139.3424268,139.3424268,139.3592379,140.3423584,140.3423584,141.0412836,x,1,0.6903845,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,57,1,14,v,1,0.2665298,None,14,1,57,1,,,,,141.0570921,,141.0415025,141.0570921,142.0423368,142.0423368,142.0423368,142.0423368,142.0598844,143.0426124,143.0426124,143.3263964,v,1,0.2665298,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,58,2,14,c,1,0.5250478,None,14,2,58,2,,,,,143.3420072,,143.3270943,143.3420072,144.3263624,144.3263624,144.3263624,144.3263624,144.3427201,145.3400005,145.3400005,145.8759355,c,1,0.5250478,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,59,3,14,z,1,0.3057891,None,14,3,59,3,,,,,145.8915904,,145.8768142,145.8915904,146.8751783,146.8751783,146.8751783,146.8751783,146.8911692,147.8749231,147.8749231,148.1909734,z,1,0.3057891,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,60,0,15,x,1,0.3895085,None,15,0,60,0,,,,,148.2082033,,148.1915276,148.2082033,149.1906402,149.1906402,149.1906402,149.1906402,149.2074724,150.1902816,150.1902816,150.5916296,x,1,0.3895085,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,61,1,15,v,1,0.6257735,None,15,1,61,1,,,,,150.6068758,,150.5925782,150.6068758,151.5905626,151.5905626,151.5905626,151.5905626,151.6079633,152.6072567,152.6072567,153.2399818,v,1,0.6257735,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,62,2,15,c,1,0.300543,None,15,2,62,2,,,,,153.2563542,,153.2403327,153.2563542,154.2406307,154.2406307,154.2406307,154.2406307,154.2579141,155.2403789,155.2403789,155.5428947,c,1,0.300543,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,63,3,15,z,1,0.3310715,None,15,3,63,3,,,,,155.5565144,,155.5434478,155.5565144,156.5562429,156.5562429,156.5562429,156.5562429,156.5562429,157.5570072,157.5570072,157.890805,z,1,0.3310715,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,64,0,16,x,1,0.3356003,None,16,0,64,0,,,,,157.9076106,,157.891371,157.9076106,158.9071619,158.9071619,158.9071619,158.9071619,158.9224261,159.8893886,159.8893886,160.2410229,x,1,0.3356003,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,65,1,16,v,1,0.5333205,None,16,1,65,1,,,,,160.2570858,,160.2419684,160.2570858,161.2400065,161.2400065,161.2400065,161.2400065,161.2570867,162.2560569,162.2560569,162.7917908,v,1,0.5333205,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,66,2,16,c,1,0.5125794,None,16,2,66,2,,,,,162.8049255,,162.7922521,162.8049255,163.8064099,163.8064099,163.8064099,163.8064099,163.8064099,164.8042413,164.8042413,165.3223453,c,1,0.5125794,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,67,3,16,z,1,0.825323,None,16,3,67,3,,,,,165.3389366,,165.3230273,165.3389366,166.3376991,166.3376991,166.3376991,166.3376991,166.3537186,167.3227691,167.3227691,168.1574129,z,1,0.825323,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,68,0,17,x,1,0.943188,None,17,0,68,0,,,,,168.1721865,,168.1579259,168.1721865,169.1732953,169.1732953,169.1732953,169.1732953,169.1732953,170.1713508,170.1713508,171.1223897,x,1,0.943188,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
150,v,69,1,17,v,1,0.5114049,None,17,1,69,1,,,,,171.1387405,,171.1229008,171.1387405,172.1217843,172.1217843,172.1217843,172.1217843,172.1382745,173.1370467,173.1370467,173.6566094,v,1,0.5114049,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
50,c,70,2,17,c,1,0.336044,None,17,2,70,2,,,,,173.6706977,,173.6574085,173.6706977,174.6718967,174.6718967,174.6718967,174.6718967,174.6718967,175.6707686,175.6707686,176.0222556,c,1,0.336044,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-150,z,71,3,17,z,1,0.476828,None,17,3,71,3,,,,,176.0379641,,176.0229028,176.0379641,177.0213205,177.0213205,177.0213205,177.0213205,177.037706,178.0378422,178.0378422,178.5228354,z,1,0.476828,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
-50,x,72,0,18,x,1,0.5699731,None,18,0,72,0,,,,,178.5375846,,178.5235118,178.5375846,179.5382316,179.5382316,179.5382316,179.5382316,179.5382316,180.5373332,180.5373332,181.1209818,x,1,0.5699731,None,,,,,28543,1,2025-10-04_06h44.49.144,sequential_learning_ task 4,,2025.1.1,60.3223627,2025-10-04 06h44.56.786732 +0530
