thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
10,0,10,[np.float64(0.18333333333333332)],[np.float64(0.4787037037037037)],[1],[0],[0],[3.5116672000003746],['target'],10,0,10,0,18.0279111,,10,18.0159309,18.0279111,18.0279111,0.0229255,21.5276979,[np.float64(0.18333333333333332)],[np.float64(0.4787037037037037)],[1],[0],[0],[3.5116672000003746],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
11,0,11,[np.float64(0.25092592592592594)],[np.float64(0.12777777777777777)],[1],[0],[0],[1.9353846000012709],['target'],11,0,11,0,21.5677873,,10,21.5590434,21.5677873,21.5677873,0.0311185,23.4945398,[np.float64(0.25092592592592594)],[np.float64(0.12777777777777777)],[1],[0],[0],[1.9353846000012709],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
12,0,12,"[np.float64(-0.2601851851851852), np.float64(-0.25)]","[np.float64(0.32407407407407407), np.float64(0.32314814814814813)]","[1, 1]","[0, 0]","[0, 0]","[1.4995006999961333, 2.6353254999994533]","[None, 'target']",12,0,12,0,23.5345224,,10,23.5258943,23.5345224,23.5345224,0.0310971,26.1613913,"[np.float64(-0.2601851851851852), np.float64(-0.25)]","[np.float64(0.32407407407407407), np.float64(0.32314814814814813)]","[1, 1]","[0, 0]","[0, 0]","[1.4995006999961333, 2.6353254999994533]","[None, 'target']",879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
13,0,13,[np.float64(-0.1111111111111111)],[np.float64(-0.021296296296296296)],[1],[0],[0],[1.515743099997053],['target'],13,0,13,0,26.2030908,,10,26.1949813,26.2030908,26.2030908,0.0330083,27.7108229,[np.float64(-0.1111111111111111)],[np.float64(-0.021296296296296296)],[1],[0],[0],[1.515743099997053],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
14,0,14,[np.float64(0.021296296296296296)],[np.float64(-0.18611111111111112)],[1],[0],[0],[1.5657933999900706],['target'],14,0,14,0,27.7319115,,5,27.7255621,27.7319115,27.7319115,0.0145231,29.2914355,[np.float64(0.021296296296296296)],[np.float64(-0.18611111111111112)],[1],[0],[0],[1.5657933999900706],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
15,0,15,[np.float64(-0.08055555555555556)],[np.float64(0.41944444444444445)],[1],[0],[0],[1.8039333000051556],['target'],15,0,15,0,29.3094477,,5,29.303957,29.3094477,29.3094477,0.012356,31.1079468,[np.float64(-0.08055555555555556)],[np.float64(0.41944444444444445)],[1],[0],[0],[1.8039333000051556],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
16,0,16,[np.float64(0.09814814814814815)],[np.float64(0.4842592592592593)],[1],[0],[0],[1.9027375000005122],['target'],16,0,16,0,31.1301747,,10,31.1222607,31.1301747,31.1301747,0.0142072,33.0251795,[np.float64(0.09814814814814815)],[np.float64(0.4842592592592593)],[1],[0],[0],[1.9027375000005122],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
17,0,17,[np.float64(0.35833333333333334)],[np.float64(0.0962962962962963)],[1],[0],[0],[2.167968199995812],['target'],17,0,17,0,33.0659132,,10,33.0573595,33.0659132,33.0659132,0.0318157,35.2254966,[np.float64(0.35833333333333334)],[np.float64(0.0962962962962963)],[1],[0],[0],[2.167968199995812],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
18,0,18,[np.float64(0.12314814814814815)],[np.float64(-0.021296296296296296)],[1],[0],[0],[1.2998697000002721],['target'],18,0,18,0,35.250479,,5,35.2440319,35.250479,35.250479,0.0181936,36.5440395,[np.float64(0.12314814814814815)],[np.float64(-0.021296296296296296)],[1],[0],[0],[1.2998697000002721],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
19,0,19,[np.float64(0.17314814814814813)],[np.float64(-0.2777777777777778)],[1],[0],[0],[1.7298262999975123],['target'],19,0,19,0,36.590528,,10,36.5782979,36.590528,36.590528,0.0339683,38.308266,[np.float64(0.17314814814814813)],[np.float64(-0.2777777777777778)],[1],[0],[0],[1.7298262999975123],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
20,0,20,[np.float64(0.11203703703703703)],[np.float64(0.22407407407407406)],[1],[0],[0],[1.5545065000042086],['target'],20,0,20,0,38.3481101,,10,38.3399232,38.3481101,38.3481101,0.0313564,39.8945916,[np.float64(0.11203703703703703)],[np.float64(0.22407407407407406)],[1],[0],[0],[1.5545065000042086],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
21,0,21,[np.float64(0.225)],[np.float64(-0.19444444444444445)],[1],[0],[0],[2.1623321999941254],['target'],21,0,21,0,39.9199793,,5,39.9129922,39.9199793,39.9199793,0.0180578,42.0754452,[np.float64(0.225)],[np.float64(-0.19444444444444445)],[1],[0],[0],[2.1623321999941254],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
22,0,22,[np.float64(-0.08888888888888889)],[np.float64(-0.48518518518518516)],[1],[0],[0],[2.600589800000307],['target'],22,0,22,0,42.1169307,,10,42.1090043,42.1169307,42.1169307,0.0333512,44.7097227,[np.float64(-0.08888888888888889)],[np.float64(-0.48518518518518516)],[1],[0],[0],[2.600589800000307],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
23,0,23,[np.float64(0.31574074074074077)],[np.float64(-0.4046296296296296)],[1],[0],[0],[2.3702144999988377],['target'],23,0,23,0,44.7462629,,10,44.7391524,44.7462629,44.7462629,0.029123,47.1095197,[np.float64(0.31574074074074077)],[np.float64(-0.4046296296296296)],[1],[0],[0],[2.3702144999988377],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
24,0,24,[np.float64(0.3175925925925926)],[np.float64(-0.4398148148148148)],[1],[0],[0],[1.5248109999956796],['target'],24,0,24,0,47.1394384,,5,47.1305362,47.1394384,47.1394384,0.0207366,48.6554028,[np.float64(0.3175925925925926)],[np.float64(-0.4398148148148148)],[1],[0],[0],[1.5248109999956796],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
25,0,25,[np.float64(0.040740740740740744)],[np.float64(-0.24444444444444444)],[1],[0],[0],[1.4737497000023723],['target'],25,0,25,0,48.6715385,,5,48.6657025,48.6715385,48.6715385,0.0101911,50.1395832,[np.float64(0.040740740740740744)],[np.float64(-0.24444444444444444)],[1],[0],[0],[1.4737497000023723],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
26,0,26,[np.float64(-0.1398148148148148)],[np.float64(0.3148148148148148)],[1],[0],[0],[1.7171346999966772],['target'],26,0,26,0,50.1620603,,5,50.1561388,50.1620603,50.1620603,0.0162855,51.873414,[np.float64(-0.1398148148148148)],[np.float64(0.3148148148148148)],[1],[0],[0],[1.7171346999966772],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
27,0,27,[np.float64(0.3)],[np.float64(0.42777777777777776)],[1],[0],[0],[1.557653099996969],['target'],27,0,27,0,51.890206,,5,51.885196,51.890206,51.890206,0.011652,53.4429584,[np.float64(0.3)],[np.float64(0.42777777777777776)],[1],[0],[0],[1.557653099996969],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
28,0,28,[np.float64(0.026851851851851852)],[np.float64(-0.27870370370370373)],[1],[0],[0],[1.7367579999990994],['target'],28,0,28,0,53.4831057,,10,53.4719996,53.4831057,53.4831057,0.0288274,55.2088486,[np.float64(0.026851851851851852)],[np.float64(-0.27870370370370373)],[1],[0],[0],[1.7367579999990994],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
29,0,29,"[np.float64(-0.03148148148148148), np.float64(-0.030555555555555555), np.float64(-0.027777777777777776)]","[np.float64(-0.37222222222222223), np.float64(-0.37592592592592594), np.float64(-0.3787037037037037)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.7504407999949763, 2.5691735000000335, 3.4559015999984695]","[None, None, 'target']",29,0,29,0,55.2446739,,10,55.2372661,55.2446739,55.2446739,0.0281933,58.693281,"[np.float64(-0.03148148148148148), np.float64(-0.030555555555555555), np.float64(-0.027777777777777776)]","[np.float64(-0.37222222222222223), np.float64(-0.37592592592592594), np.float64(-0.3787037037037037)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.7504407999949763, 2.5691735000000335, 3.4559015999984695]","[None, None, 'target']",879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
30,0,30,"[np.float64(0.4425925925925926), np.float64(0.4527777777777778)]","[np.float64(-0.03888888888888889), np.float64(-0.023148148148148147)]","[1, 1]","[0, 0]","[0, 0]","[2.5020562000136124, 3.277575300002354]","[None, 'target']",30,0,30,0,58.7357918,,10,58.7274865,58.7357918,58.7357918,0.0339015,62.0052303,"[np.float64(0.4425925925925926), np.float64(0.4527777777777778)]","[np.float64(-0.03888888888888889), np.float64(-0.023148148148148147)]","[1, 1]","[0, 0]","[0, 0]","[2.5020562000136124, 3.277575300002354]","[None, 'target']",879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
31,0,31,"[np.float64(0.16574074074074074), np.float64(0.1537037037037037)]","[np.float64(-0.2351851851851852), np.float64(-0.24259259259259258)]","[1, 1]","[0, 0]","[0, 0]","[1.8732993000012357, 2.7907655000017257]","[None, 'target']",31,0,31,0,62.0384386,,10,62.0304191,62.0384386,62.0384386,0.0247529,64.8212958,"[np.float64(0.16574074074074074), np.float64(0.1537037037037037)]","[np.float64(-0.2351851851851852), np.float64(-0.24259259259259258)]","[1, 1]","[0, 0]","[0, 0]","[1.8732993000012357, 2.7907655000017257]","[None, 'target']",879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
32,0,32,[np.float64(0.3527777777777778)],[np.float64(-0.05740740740740741)],[1],[0],[0],[1.5996683000121266],['target'],32,0,32,0,64.8478204,,5,64.8398605,64.8478204,64.8478204,0.0183152,66.4396366,[np.float64(0.3527777777777778)],[np.float64(-0.05740740740740741)],[1],[0],[0],[1.5996683000121266],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
33,0,33,[np.float64(-0.44166666666666665)],[np.float64(-0.21481481481481482)],[1],[0],[0],[1.8809518000052776],['target'],33,0,33,0,66.4657205,,5,66.456689,66.4657205,66.4657205,0.0168525,68.3377386,[np.float64(-0.44166666666666665)],[np.float64(-0.21481481481481482)],[1],[0],[0],[1.8809518000052776],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
34,0,34,[np.float64(0.4185185185185185)],[np.float64(0.0824074074074074)],[1],[0],[0],[1.7315976000099909],['target'],34,0,34,0,68.3638276,,5,68.3558246,68.3638276,68.3638276,0.0178952,70.0875133,[np.float64(0.4185185185185185)],[np.float64(0.0824074074074074)],[1],[0],[0],[1.7315976000099909],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
35,0,35,[np.float64(-0.23981481481481481)],[np.float64(-0.08333333333333333)],[1],[0],[0],[1.495382499997504],['target'],35,0,35,0,70.1354329,,10,70.124583,70.1354329,70.1354329,0.0368941,71.6199961,[np.float64(-0.23981481481481481)],[np.float64(-0.08333333333333333)],[1],[0],[0],[1.495382499997504],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
36,0,36,[np.float64(-0.21944444444444444)],[np.float64(0.2722222222222222)],[1],[0],[0],[1.3267562000110047],['target'],36,0,36,0,71.6348636,,5,71.6284944,71.6348636,71.6348636,0.0084072,72.9553728,[np.float64(-0.21944444444444444)],[np.float64(0.2722222222222222)],[1],[0],[0],[1.3267562000110047],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
37,0,37,[np.float64(-0.22592592592592592)],[np.float64(-0.3685185185185185)],[1],[0],[0],[2.872698799998034],['target'],37,0,37,0,72.9926586,,10,72.9848567,72.9926586,72.9926586,0.0292366,75.8576835,[np.float64(-0.22592592592592592)],[np.float64(-0.3685185185185185)],[1],[0],[0],[2.872698799998034],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
38,0,38,[np.float64(0.03796296296296296)],[np.float64(0.125)],[1],[0],[0],[1.2431920999952126],['target'],38,0,38,0,75.8829024,,5,75.8758839,75.8829024,75.8829024,0.0179664,77.1191851,[np.float64(0.03796296296296296)],[np.float64(0.125)],[1],[0],[0],[1.2431920999952126],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
39,0,39,[np.float64(-0.26944444444444443)],[np.float64(0.1814814814814815)],[1],[0],[0],[1.284756799999741],['target'],39,0,39,0,77.1638563,,10,77.1517358,77.1638563,77.1638563,0.0323131,78.4366016,[np.float64(-0.26944444444444443)],[np.float64(0.1814814814814815)],[1],[0],[0],[1.284756799999741],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
40,0,40,"[np.float64(-0.5), np.float64(-0.4935185185185185)]","[np.float64(-0.3101851851851852), np.float64(-0.2861111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.6812516000063624, 2.43190670000331]","[None, 'target']",40,0,40,0,78.4621564,,5,78.4537576,78.4621564,78.4621564,0.0169068,80.8857737,"[np.float64(-0.5), np.float64(-0.4935185185185185)]","[np.float64(-0.3101851851851852), np.float64(-0.2861111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.6812516000063624, 2.43190670000331]","[None, 'target']",879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
41,0,41,[np.float64(-0.01574074074074074)],[np.float64(0.31203703703703706)],[1],[0],[0],[1.7012000999966403],['target'],41,0,41,0,80.908622,,5,80.9031606,80.908622,80.908622,0.0171702,82.6046209,[np.float64(-0.01574074074074074)],[np.float64(0.31203703703703706)],[1],[0],[0],[1.7012000999966403],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
42,0,42,[np.float64(0.4824074074074074)],[np.float64(0.1824074074074074)],[1],[0],[0],[2.63096160000714],['target'],42,0,42,0,82.630543,,5,82.6229114,82.630543,82.630543,0.0180518,85.2539837,[np.float64(0.4824074074074074)],[np.float64(0.1824074074074074)],[1],[0],[0],[2.63096160000714],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
43,0,43,[np.float64(0.475)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.5654993999924045],['target'],43,0,43,0,85.2930773,,10,85.285019,85.2930773,85.2930773,0.0308285,87.8505812,[np.float64(0.475)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.5654993999924045],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
44,0,44,[np.float64(0.4462962962962963)],[np.float64(-0.3425925925925926)],[1],[0],[0],[1.3621214000013424],['target'],44,0,44,0,87.8811218,,10,87.8731779,87.8811218,87.8811218,0.0224985,89.2354986,[np.float64(0.4462962962962963)],[np.float64(-0.3425925925925926)],[1],[0],[0],[1.3621214000013424],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
45,0,45,[np.float64(-0.010185185185185186)],[np.float64(-0.3287037037037037)],[1],[0],[0],[1.7042848999990383],['target'],45,0,45,0,89.2724586,,10,89.263887,89.2724586,89.2724586,0.0281021,90.9682575,[np.float64(-0.010185185185185186)],[np.float64(-0.3287037037037037)],[1],[0],[0],[1.7042848999990383],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
46,0,46,[np.float64(0.13055555555555556)],[np.float64(-0.000925925925925926)],[1],[0],[0],[1.8878177999868058],['target'],46,0,46,0,90.9943415,,5,90.9849805,90.9943415,90.9943415,0.0165354,92.8728947,[np.float64(0.13055555555555556)],[np.float64(-0.000925925925925926)],[1],[0],[0],[1.8878177999868058],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
47,0,47,"[np.float64(0.2601851851851852), np.float64(0.2601851851851852), np.float64(0.2722222222222222)]","[np.float64(-0.19722222222222222), np.float64(-0.19722222222222222), np.float64(-0.19814814814814816)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.685087099991506, 2.8838429000024917, 3.500048000001698]","[None, None, 'target']",47,0,47,0,92.9072438,,10,92.8997937,92.9072438,92.9072438,0.0267081,96.4000021,"[np.float64(0.2601851851851852), np.float64(0.2601851851851852), np.float64(0.2722222222222222)]","[np.float64(-0.19722222222222222), np.float64(-0.19722222222222222), np.float64(-0.19814814814814816)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.685087099991506, 2.8838429000024917, 3.500048000001698]","[None, None, 'target']",879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
48,0,48,[np.float64(0.20092592592592592)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.1944209000066621],['target'],48,0,48,0,96.4272393,,5,96.4216405,96.4272393,96.4272393,0.0212505,97.6160943,[np.float64(0.20092592592592592)],[np.float64(-0.008333333333333333)],[1],[0],[0],[1.1944209000066621],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
49,0,49,[np.float64(0.38796296296296295)],[np.float64(0.21296296296296297)],[1],[0],[0],[1.5883532000007108],['target'],49,0,49,0,97.6336216,,5,97.6275026,97.6336216,97.6336216,0.0113277,99.2159234,[np.float64(0.38796296296296295)],[np.float64(0.21296296296296297)],[1],[0],[0],[1.5883532000007108],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
50,0,50,[np.float64(-0.3)],[np.float64(0.2722222222222222)],[1],[0],[0],[1.696087100004661],['target'],50,0,50,0,99.2462899,,10,99.2368522,99.2462899,99.2462899,0.0208139,100.933018,[np.float64(-0.3)],[np.float64(0.2722222222222222)],[1],[0],[0],[1.696087100004661],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
51,0,51,[np.float64(-0.03981481481481482)],[np.float64(0.42407407407407405)],[1],[0],[0],[1.322333100004471],['target'],51,0,51,0,100.9711793,,10,100.9617041,100.9711793,100.9711793,0.0284883,102.2841348,[np.float64(-0.03981481481481482)],[np.float64(0.42407407407407405)],[1],[0],[0],[1.322333100004471],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
52,0,52,[np.float64(0.2675925925925926)],[np.float64(-0.24074074074074073)],[1],[0],[0],[2.180591900003492],['target'],52,0,52,0,102.3082855,,5,102.3012722,102.3082855,102.3082855,0.0169302,104.4819211,[np.float64(0.2675925925925926)],[np.float64(-0.24074074074074073)],[1],[0],[0],[2.180591900003492],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
53,0,53,[np.float64(0.42777777777777776)],[np.float64(-0.3138888888888889)],[1],[0],[0],[1.9845854000013787],['target'],53,0,53,0,104.5066866,,10,104.4978037,104.5066866,104.5066866,0.0157567,106.4824723,[np.float64(0.42777777777777776)],[np.float64(-0.3138888888888889)],[1],[0],[0],[1.9845854000013787],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
54,0,54,[np.float64(0.36203703703703705)],[np.float64(-0.2490740740740741)],[1],[0],[0],[0.9965809999994235],['target'],54,0,54,0,106.511403,,5,106.5013885,106.511403,106.511403,0.0187984,107.4980098,[np.float64(0.36203703703703705)],[np.float64(-0.2490740740740741)],[1],[0],[0],[0.9965809999994235],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
55,0,55,[np.float64(0.13148148148148148)],[np.float64(-0.04814814814814815)],[1],[0],[0],[1.2740843999927165],['target'],55,0,55,0,107.5135263,,5,107.5073401,107.5135263,107.5135263,0.0092566,108.7815035,[np.float64(0.13148148148148148)],[np.float64(-0.04814814814814815)],[1],[0],[0],[1.2740843999927165],['target'],879712,1,2025-10-02_04h07.12.580,untitled,,2025.1.1,60.00654071,2025-10-02 04h07.16.494982 +0530
