thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
54,0,54,"[np.float64(-0.03148148148148148), np.float64(-0.025)]","[np.float64(-0.37407407407407406), np.float64(-0.37407407407407406)]","[1, 1]","[0, 0]","[0, 0]","[1.6661415999988094, 2.535178600010113]","[None, 'target']",54,0,54,0,122.050366,,10,122.0433933,122.050366,122.050366,0.0323186,124.5786675,"[np.float64(-0.03148148148148148), np.float64(-0.025)]","[np.float64(-0.37407407407407406), np.float64(-0.37407407407407406)]","[1, 1]","[0, 0]","[0, 0]","[1.6661415999988094, 2.535178600010113]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
55,0,55,[np.float64(-0.06574074074074074)],[np.float64(-0.18611111111111112)],[1],[0],[0],[1.3820074000104796],['target'],55,0,55,0,124.6043512,,5,124.5951465,124.6043512,124.6043512,0.0162623,125.977287,[np.float64(-0.06574074074074074)],[np.float64(-0.18611111111111112)],[1],[0],[0],[1.3820074000104796],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
56,0,56,[np.float64(-0.39537037037037037)],[np.float64(-0.2861111111111111)],[1],[0],[0],[1.1967659999936586],['target'],56,0,56,0,126.0034041,,5,125.9967943,126.0034041,126.0034041,0.0192992,127.1936876,[np.float64(-0.39537037037037037)],[np.float64(-0.2861111111111111)],[1],[0],[0],[1.1967659999936586],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
57,0,57,"[np.float64(0.13425925925925927), np.float64(0.12407407407407407)]","[np.float64(-0.07037037037037037), np.float64(-0.06388888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.5478101000044262, 2.198213499999838]","[None, 'target']",57,0,57,0,127.2192879,,5,127.2115744,127.2192879,127.2192879,0.0176878,129.4099319,"[np.float64(0.13425925925925927), np.float64(0.12407407407407407)]","[np.float64(-0.07037037037037037), np.float64(-0.06388888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.5478101000044262, 2.198213499999838]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
58,0,58,[np.float64(-0.4305555555555556)],[np.float64(-0.2814814814814815)],[1],[0],[0],[1.4466644000058295],['target'],58,0,58,0,129.4339159,,5,129.4282005,129.4339159,129.4339159,0.0178729,130.8749686,[np.float64(-0.4305555555555556)],[np.float64(-0.2814814814814815)],[1],[0],[0],[1.4466644000058295],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
59,0,59,[np.float64(-0.08611111111111111)],[np.float64(0.11203703703703703)],[1],[0],[0],[1.2748768999881577],['target'],59,0,59,0,130.9082846,,10,130.9002185,130.9082846,130.9082846,0.0247491,132.1752608,[np.float64(-0.08611111111111111)],[np.float64(0.11203703703703703)],[1],[0],[0],[1.2748768999881577],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
60,0,60,"[np.float64(0.34814814814814815), np.float64(0.35648148148148145)]","[np.float64(-0.47962962962962963), np.float64(-0.49074074074074076)]","[1, 1]","[0, 0]","[0, 0]","[2.6658765000029234, 3.514597599991248]","[None, 'target']",60,0,60,0,132.1998784,,5,132.1934634,132.1998784,132.1998784,0.0179279,135.7082177,"[np.float64(0.34814814814814815), np.float64(0.35648148148148145)]","[np.float64(-0.47962962962962963), np.float64(-0.49074074074074076)]","[1, 1]","[0, 0]","[0, 0]","[2.6658765000029234, 3.514597599991248]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
61,0,61,[np.float64(-0.33425925925925926)],[np.float64(-0.1111111111111111)],[1],[0],[0],[1.9337612999952398],['target'],61,0,61,0,135.7327719,,5,135.7252421,135.7327719,135.7327719,0.0166105,137.6591114,[np.float64(-0.33425925925925926)],[np.float64(-0.1111111111111111)],[1],[0],[0],[1.9337612999952398],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
62,0,62,[np.float64(-0.06018518518518518)],[np.float64(0.40370370370370373)],[1],[0],[0],[3.8558962999959476],['target'],62,0,62,0,137.6921324,,10,137.6848016,137.6921324,137.6921324,0.0254959,141.540787,[np.float64(-0.06018518518518518)],[np.float64(0.40370370370370373)],[1],[0],[0],[3.8558962999959476],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
63,0,63,"[np.float64(-0.42685185185185187), np.float64(-0.4203703703703704)]","[np.float64(-0.10648148148148148), np.float64(-0.1037037037037037)]","[1, 1]","[0, 0]","[0, 0]","[2.43534229999932, 3.3670456999971066]","[None, 'target']",63,0,63,0,141.5655247,,10,141.5564665,141.5655247,141.5655247,0.0155586,144.9236762,"[np.float64(-0.42685185185185187), np.float64(-0.4203703703703704)]","[np.float64(-0.10648148148148148), np.float64(-0.1037037037037037)]","[1, 1]","[0, 0]","[0, 0]","[2.43534229999932, 3.3670456999971066]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
64,0,64,[np.float64(0.30185185185185187)],[np.float64(0.0)],[1],[0],[0],[1.7016375999955926],['target'],64,0,64,0,144.9628171,,10,144.9552108,144.9628171,144.9628171,0.0310895,146.6570245,[np.float64(0.30185185185185187)],[np.float64(0.0)],[1],[0],[0],[1.7016375999955926],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
65,0,65,[np.float64(0.13333333333333333)],[np.float64(0.075)],[1],[0],[0],[1.1331755999999586],['target'],65,0,65,0,146.6830378,,5,146.6744225,146.6830378,146.6830378,0.0171026,147.8076908,[np.float64(0.13333333333333333)],[np.float64(0.075)],[1],[0],[0],[1.1331755999999586],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
66,0,66,[np.float64(0.15555555555555556)],[np.float64(0.08796296296296297)],[1],[0],[0],[1.0040981999918586],['target'],66,0,66,0,147.8429181,,10,147.8351729,147.8429181,147.8429181,0.0272747,148.839384,[np.float64(0.15555555555555556)],[np.float64(0.08796296296296297)],[1],[0],[0],[1.0040981999918586],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
67,0,67,[np.float64(-0.48518518518518516)],[np.float64(-0.4842592592592593)],[1],[0],[0],[3.058998900000006],['target'],67,0,67,0,148.8728606,,10,148.8653507,148.8728606,148.8728606,0.0257212,151.9244679,[np.float64(-0.48518518518518516)],[np.float64(-0.4842592592592593)],[1],[0],[0],[3.058998900000006],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
68,0,68,[np.float64(-0.018518518518518517)],[np.float64(0.4101851851851852)],[1],[0],[0],[2.2482032000116305],['target'],68,0,68,0,151.9479141,,5,151.9406141,151.9479141,151.9479141,0.0158649,154.1888847,[np.float64(-0.018518518518518517)],[np.float64(0.4101851851851852)],[1],[0],[0],[2.2482032000116305],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
69,0,69,[np.float64(0.14444444444444443)],[np.float64(-0.2)],[1],[0],[0],[1.6435854000010295],['target'],69,0,69,0,154.2042116,,5,154.197213,154.2042116,154.2042116,0.0081766,155.8409357,[np.float64(0.14444444444444443)],[np.float64(-0.2)],[1],[0],[0],[1.6435854000010295],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
70,0,70,"[np.float64(-0.41759259259259257), np.float64(-0.412962962962963)]","[np.float64(-0.49907407407407406), np.float64(-0.4703703703703704)]","[1, 1]","[0, 0]","[0, 0]","[2.7552355999941938, 3.6382482000044547]","[None, 'target']",70,0,70,0,155.8747727,,10,155.8667562,155.8747727,155.8747727,0.0255356,159.5051134,"[np.float64(-0.41759259259259257), np.float64(-0.412962962962963)]","[np.float64(-0.49907407407407406), np.float64(-0.4703703703703704)]","[1, 1]","[0, 0]","[0, 0]","[2.7552355999941938, 3.6382482000044547]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
71,0,71,[np.float64(-0.1175925925925926)],[np.float64(0.3851851851851852)],[1],[0],[0],[2.3183559000026435],['target'],71,0,71,0,159.5306733,,5,159.5224804,159.5306733,159.5306733,0.0170863,161.8410269,[np.float64(-0.1175925925925926)],[np.float64(0.3851851851851852)],[1],[0],[0],[2.3183559000026435],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
72,0,72,[np.float64(0.275)],[np.float64(0.03611111111111111)],[1],[0],[0],[2.0721097999921767],['target'],72,0,72,0,161.8740662,,10,161.8670108,161.8740662,161.8740662,0.0256614,163.9392469,[np.float64(0.275)],[np.float64(0.03611111111111111)],[1],[0],[0],[2.0721097999921767],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
73,0,73,[np.float64(-0.30092592592592593)],[np.float64(0.4212962962962963)],[1],[0],[0],[2.2176302000007126],['target'],73,0,73,0,163.9648484,,5,163.9565754,163.9648484,163.9648484,0.0171253,166.1743778,[np.float64(-0.30092592592592593)],[np.float64(0.4212962962962963)],[1],[0],[0],[2.2176302000007126],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
74,0,74,[np.float64(0.43425925925925923)],[np.float64(-0.4305555555555556)],[1],[0],[0],[2.6736754999874393],['target'],74,0,74,0,166.2581939,,10,166.2476586,166.2581939,166.2581939,0.0728586,168.9214617,[np.float64(0.43425925925925923)],[np.float64(-0.4305555555555556)],[1],[0],[0],[2.6736754999874393],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
75,0,75,"[np.float64(0.053703703703703705), np.float64(0.040740740740740744)]","[np.float64(-0.0962962962962963), np.float64(-0.0962962962962963)]","[1, 1]","[0, 0]","[0, 0]","[1.564272500007064, 2.3318829000054393]","[None, 'target']",75,0,75,0,168.9474501,,5,168.9404406,168.9474501,168.9474501,0.0187021,171.2724786,"[np.float64(0.053703703703703705), np.float64(0.040740740740740744)]","[np.float64(-0.0962962962962963), np.float64(-0.0962962962962963)]","[1, 1]","[0, 0]","[0, 0]","[1.564272500007064, 2.3318829000054393]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
76,0,76,[np.float64(-0.018518518518518517)],[np.float64(-0.3333333333333333)],[1],[0],[0],[2.2813087000104133],['target'],76,0,76,0,171.314205,,10,171.3066984,171.314205,171.314205,0.033786,173.5881107,[np.float64(-0.018518518518518517)],[np.float64(-0.3333333333333333)],[1],[0],[0],[2.2813087000104133],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
77,0,77,[np.float64(-0.4861111111111111)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.6020692000020063],['target'],77,0,77,0,173.6083019,,5,173.6029889,173.6083019,173.6083019,0.0146786,175.2052126,[np.float64(-0.4861111111111111)],[np.float64(-0.016666666666666666)],[1],[0],[0],[1.6020692000020063],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
78,0,78,[np.float64(0.1712962962962963)],[np.float64(0.06944444444444445)],[1],[0],[0],[1.7858137000002898],['target'],78,0,78,0,175.2426524,,10,175.2349703,175.2426524,175.2426524,0.0294862,177.0209184,[np.float64(0.1712962962962963)],[np.float64(0.06944444444444445)],[1],[0],[0],[1.7858137000002898],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
79,0,79,[np.float64(0.26944444444444443)],[np.float64(0.13055555555555556)],[1],[0],[0],[1.405485499999486],['target'],79,0,79,0,177.0538838,,10,177.046386,177.0538838,177.0538838,0.0251854,178.4519203,[np.float64(0.26944444444444443)],[np.float64(0.13055555555555556)],[1],[0],[0],[1.405485499999486],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
80,0,80,[np.float64(0.32314814814814813)],[np.float64(0.4638888888888889)],[1],[0],[0],[2.11128889999236],['target'],80,0,80,0,178.4672327,,5,178.4591012,178.4672327,178.4672327,0.0070649,180.5705339,[np.float64(0.32314814814814813)],[np.float64(0.4638888888888889)],[1],[0],[0],[2.11128889999236],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
81,0,81,"[np.float64(-0.1935185185185185), np.float64(-0.2101851851851852), np.float64(-0.2037037037037037)]","[np.float64(0.03796296296296296), np.float64(0.040740740740740744), np.float64(0.03888888888888889)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.539115599996876, 2.273116399999708, 3.039657100001932]","[None, None, 'target']",81,0,81,0,180.602761,,10,180.5956126,180.602761,180.602761,0.0248101,183.6354578,"[np.float64(-0.1935185185185185), np.float64(-0.2101851851851852), np.float64(-0.2037037037037037)]","[np.float64(0.03796296296296296), np.float64(0.040740740740740744), np.float64(0.03888888888888889)]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.539115599996876, 2.273116399999708, 3.039657100001932]","[None, None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
82,0,82,[np.float64(0.30648148148148147)],[np.float64(0.4564814814814815)],[1],[0],[0],[2.435047399994801],['target'],82,0,82,0,183.6565031,,5,183.6508844,183.6565031,183.6565031,0.0151404,186.0860319,[np.float64(0.30648148148148147)],[np.float64(0.4564814814814815)],[1],[0],[0],[2.435047399994801],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
83,0,83,[np.float64(0.17407407407407408)],[np.float64(0.487962962962963)],[1],[0],[0],[2.203507400001399],['target'],83,0,83,0,186.126589,,10,186.1142321,186.126589,186.126589,0.0280214,188.3178607,[np.float64(0.17407407407407408)],[np.float64(0.487962962962963)],[1],[0],[0],[2.203507400001399],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
84,0,84,[np.float64(0.12222222222222222)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.0567906000069343],['target'],84,0,84,0,188.3563145,,10,188.3466384,188.3563145,188.3563145,0.0284641,189.4035594,[np.float64(0.12222222222222222)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.0567906000069343],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
85,0,85,[np.float64(0.39351851851851855)],[np.float64(-0.4388888888888889)],[1],[0],[0],[2.5309589999960735],['target'],85,0,85,0,189.4275718,,5,189.4213047,189.4275718,189.4275718,0.0173457,191.952351,[np.float64(0.39351851851851855)],[np.float64(-0.4388888888888889)],[1],[0],[0],[2.5309589999960735],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
86,0,86,[np.float64(0.23055555555555557)],[np.float64(-0.4166666666666667)],[1],[0],[0],[1.300138099992182],['target'],86,0,86,0,191.9765328,,5,191.9684286,191.9765328,191.9765328,0.0159107,193.2688905,[np.float64(0.23055555555555557)],[np.float64(-0.4166666666666667)],[1],[0],[0],[1.300138099992182],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
87,0,87,[np.float64(-0.43703703703703706)],[np.float64(0.11851851851851852)],[1],[0],[0],[1.6481904999964172],['target'],87,0,87,0,193.2942058,,5,193.2875201,193.2942058,193.2942058,0.018171,194.9359118,[np.float64(-0.43703703703703706)],[np.float64(0.11851851851851852)],[1],[0],[0],[1.6481904999964172],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
88,0,88,[np.float64(0.125)],[np.float64(-0.2388888888888889)],[1],[0],[0],[1.5799173999985214],['target'],88,0,88,0,194.9601989,,5,194.9540851,194.9601989,194.9601989,0.0177685,196.5341253,[np.float64(0.125)],[np.float64(-0.2388888888888889)],[1],[0],[0],[1.5799173999985214],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
89,0,89,"[np.float64(-0.07407407407407407), np.float64(-0.062037037037037036)]","[np.float64(0.325), np.float64(0.3287037037037037)]","[1, 1]","[0, 0]","[0, 0]","[1.6512081999971997, 2.2992053999914788]","[None, 'target']",89,0,89,0,196.5572803,,5,196.5507393,196.5572803,196.5572803,0.0163549,198.85012,"[np.float64(-0.07407407407407407), np.float64(-0.062037037037037036)]","[np.float64(0.325), np.float64(0.3287037037037037)]","[1, 1]","[0, 0]","[0, 0]","[1.6512081999971997, 2.2992053999914788]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
90,0,90,[np.float64(0.29907407407407405)],[np.float64(-0.42592592592592593)],[1],[0],[0],[2.4873019000078784],['target'],90,0,90,0,198.8887642,,10,198.8811319,198.8887642,198.8887642,0.0304409,201.36858,[np.float64(0.29907407407407405)],[np.float64(-0.42592592592592593)],[1],[0],[0],[2.4873019000078784],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
91,0,91,[np.float64(-0.17407407407407408)],[np.float64(-0.018518518518518517)],[1],[0],[0],[1.4800824999983888],['target'],91,0,91,0,201.3948226,,5,201.3882174,201.3948226,201.3948226,0.0192247,202.8684117,[np.float64(-0.17407407407407408)],[np.float64(-0.018518518518518517)],[1],[0],[0],[1.4800824999983888],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
92,0,92,[np.float64(-0.26851851851851855)],[np.float64(-0.39444444444444443)],[1],[0],[0],[1.849875499989139],['target'],92,0,92,0,202.9095623,,10,202.8991974,202.9095623,202.9095623,0.0305914,204.7491426,[np.float64(-0.26851851851851855)],[np.float64(-0.39444444444444443)],[1],[0],[0],[1.849875499989139],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
93,0,93,[np.float64(0.06944444444444445)],[np.float64(0.03333333333333333)],[1],[0],[0],[1.2493756000039866],['target'],93,0,93,0,204.7747269,,10,204.7668598,204.7747269,204.7747269,0.0175641,206.016327,[np.float64(0.06944444444444445)],[np.float64(0.03333333333333333)],[1],[0],[0],[1.2493756000039866],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
94,0,94,[np.float64(0.4101851851851852)],[np.float64(0.16111111111111112)],[1],[0],[0],[1.8357664000068326],['target'],94,0,94,0,206.0369763,,5,206.0299761,206.0369763,206.0369763,0.0134472,207.8659075,[np.float64(0.4101851851851852)],[np.float64(0.16111111111111112)],[1],[0],[0],[1.8357664000068326],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
95,0,95,[np.float64(0.425)],[np.float64(-0.10925925925925926)],[1],[0],[0],[3.5716774000029545],['target'],95,0,95,0,207.9014048,,10,207.8931165,207.9014048,207.9014048,0.0268809,211.4648876,[np.float64(0.425)],[np.float64(-0.10925925925925926)],[1],[0],[0],[3.5716774000029545],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
96,0,96,[np.float64(-0.41944444444444445)],[np.float64(0.4703703703703704)],[1],[0],[0],[3.3551128999970388],['target'],96,0,96,0,211.4872446,,5,211.4783405,211.4872446,211.4872446,0.0132396,214.8335759,[np.float64(-0.41944444444444445)],[np.float64(0.4703703703703704)],[1],[0],[0],[3.3551128999970388],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
97,0,97,[np.float64(-0.38981481481481484)],[np.float64(-0.3425925925925926)],[1],[0],[0],[2.206535499994061],['target'],97,0,97,0,214.8672746,,10,214.8589632,214.8672746,214.8672746,0.0251082,217.0656229,[np.float64(-0.38981481481481484)],[np.float64(-0.3425925925925926)],[1],[0],[0],[2.206535499994061],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
98,0,98,[np.float64(0.09537037037037037)],[np.float64(0.3537037037037037)],[1],[0],[0],[2.5579483000037726],['target'],98,0,98,0,217.1008844,,10,217.0928294,217.1008844,217.1008844,0.0269554,219.6508951,[np.float64(0.09537037037037037)],[np.float64(0.3537037037037037)],[1],[0],[0],[2.5579483000037726],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
99,0,99,[np.float64(-0.24722222222222223)],[np.float64(0.41203703703703703)],[1],[0],[0],[1.685836200005724],['target'],99,0,99,0,219.675888,,5,219.6676348,219.675888,219.675888,0.0164961,221.353622,[np.float64(-0.24722222222222223)],[np.float64(0.41203703703703703)],[1],[0],[0],[1.685836200005724],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
100,0,100,[np.float64(0.09814814814814815)],[np.float64(-0.4537037037037037)],[1],[0],[0],[3.2988096000044607],['target'],100,0,100,0,221.3914943,,10,221.3828622,221.3914943,221.3914943,0.0290072,224.6817885,[np.float64(0.09814814814814815)],[np.float64(-0.4537037037037037)],[1],[0],[0],[3.2988096000044607],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
101,0,101,"[np.float64(0.33796296296296297), np.float64(0.3527777777777778)]","[np.float64(-0.10833333333333334), np.float64(-0.12407407407407407)]","[1, 1]","[0, 0]","[0, 0]","[1.5021460999996634, 2.248485400006757]","[None, 'target']",101,0,101,0,224.7056114,,5,224.6977158,224.7056114,224.7056114,0.0156669,226.946333,"[np.float64(0.33796296296296297), np.float64(0.3527777777777778)]","[np.float64(-0.10833333333333334), np.float64(-0.12407407407407407)]","[1, 1]","[0, 0]","[0, 0]","[1.5021460999996634, 2.248485400006757]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
102,0,102,"[np.float64(0.2962962962962963), np.float64(0.3055555555555556)]","[np.float64(0.34814814814814815), np.float64(0.3685185185185185)]","[1, 1]","[0, 0]","[0, 0]","[1.505361300005461, 2.3209868000121787]","[None, 'target']",102,0,102,0,226.9828318,,10,226.9743835,226.9828318,226.9828318,0.02776,229.295434,"[np.float64(0.2962962962962963), np.float64(0.3055555555555556)]","[np.float64(0.34814814814814815), np.float64(0.3685185185185185)]","[1, 1]","[0, 0]","[0, 0]","[1.505361300005461, 2.3209868000121787]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
103,0,103,[np.float64(0.32222222222222224)],[np.float64(0.11851851851851852)],[1],[0],[0],[1.1074496999935945],['target'],103,0,103,0,229.3120456,,5,229.3058792,229.3120456,229.3120456,0.0103116,230.4134737,[np.float64(0.32222222222222224)],[np.float64(0.11851851851851852)],[1],[0],[0],[1.1074496999935945],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
104,0,104,[np.float64(-0.16111111111111112)],[np.float64(0.10925925925925926)],[1],[0],[0],[1.4197210999991512],['target'],104,0,104,0,230.454157,,10,230.4445714,230.454157,230.454157,0.0307743,231.8644027,[np.float64(-0.16111111111111112)],[np.float64(0.10925925925925926)],[1],[0],[0],[1.4197210999991512],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
105,0,105,[np.float64(0.36944444444444446)],[np.float64(0.44722222222222224)],[1],[0],[0],[2.8506499999930384],['target'],105,0,105,0,231.8874887,,5,231.8806717,231.8874887,231.8874887,0.0160276,234.7314377,[np.float64(0.36944444444444446)],[np.float64(0.44722222222222224)],[1],[0],[0],[2.8506499999930384],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
106,0,106,"[np.float64(-0.36203703703703705), np.float64(-0.35648148148148145)]","[np.float64(0.07314814814814814), np.float64(0.07222222222222222)]","[1, 1]","[0, 0]","[0, 0]","[2.223852299997816, 2.958771200006595]","[None, 'target']",106,0,106,0,234.7791794,,10,234.7717389,234.7791794,234.7791794,0.0400825,237.7307308,"[np.float64(-0.36203703703703705), np.float64(-0.35648148148148145)]","[np.float64(0.07314814814814814), np.float64(0.07222222222222222)]","[1, 1]","[0, 0]","[0, 0]","[2.223852299997816, 2.958771200006595]","[None, 'target']",986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
107,0,107,[np.float64(0.3398148148148148)],[np.float64(-0.25092592592592594)],[1],[0],[0],[1.8828910999873187],['target'],107,0,107,0,237.7555091,,5,237.747997,237.7555091,237.7555091,0.0168995,239.631042,[np.float64(0.3398148148148148)],[np.float64(-0.25092592592592594)],[1],[0],[0],[1.8828910999873187],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
108,0,108,[np.float64(0.24814814814814815)],[np.float64(0.08703703703703704)],[1],[0],[0],[1.316898900011438],['target'],108,0,108,0,239.6755728,,10,239.6627647,239.6755728,239.6755728,0.0314654,240.9797463,[np.float64(0.24814814814814815)],[np.float64(0.08703703703703704)],[1],[0],[0],[1.316898900011438],['target'],986505,1,2025-10-02_04h23.50.013,untitled,,2025.1.1,59.96925976,2025-10-02 04h23.54.737019 +0530
