thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
10,0,10,[np.float64(-0.4111111111111111)],[np.float64(0.3768518518518518)],[1],[0],[0],[1.190963599990937],['target'],10,0,10,0,20.8564572,,10,20.8483769,20.8564572,20.8564572,0.0306208,22.0394457,[np.float64(-0.4111111111111111)],[np.float64(0.3768518518518518)],[1],[0],[0],[1.190963599990937],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
11,0,11,[np.float64(0.053703703703703705)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.4477184999996098],['target'],11,0,11,0,22.0637618,,5,22.0565625,22.0637618,22.0637618,0.0168554,23.5043584,[np.float64(0.053703703703703705)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.4477184999996098],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
12,0,12,[np.float64(0.4935185185185185)],[np.float64(-0.24166666666666667)],[1],[0],[0],[1.8307281000015792],['target'],12,0,12,0,23.5278936,,5,23.5203865,23.5278936,23.5278936,0.015876,25.3512501,[np.float64(0.4935185185185185)],[np.float64(-0.24166666666666667)],[1],[0],[0],[1.8307281000015792],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
13,0,13,[np.float64(0.037037037037037035)],[np.float64(0.30277777777777776)],[1],[0],[0],[1.9306789999973262],['target'],13,0,13,0,25.3781207,,5,25.3704318,25.3781207,25.3781207,0.0188899,27.301259,[np.float64(0.037037037037037035)],[np.float64(0.30277777777777776)],[1],[0],[0],[1.9306789999973262],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
14,0,14,[np.float64(-0.15555555555555556)],[np.float64(0.08703703703703704)],[1],[0],[0],[1.5081123999989359],['target'],14,0,14,0,27.3290419,,5,27.3235002,27.3290419,27.3290419,0.0218559,28.8316584,[np.float64(-0.15555555555555556)],[np.float64(0.08703703703703704)],[1],[0],[0],[1.5081123999989359],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
15,0,15,"[np.float64(-0.32407407407407407), np.float64(-0.32037037037037036)]","[np.float64(-0.3472222222222222), np.float64(-0.3416666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.7763675000023795, 2.6245382000051904]","[None, 'target']",15,0,15,0,28.8472742,,5,28.8401419,28.8472742,28.8472742,0.0084054,31.46484,"[np.float64(-0.32407407407407407), np.float64(-0.32037037037037036)]","[np.float64(-0.3472222222222222), np.float64(-0.3416666666666667)]","[1, 1]","[0, 0]","[0, 0]","[1.7763675000023795, 2.6245382000051904]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
16,0,16,[np.float64(-0.10648148148148148)],[np.float64(0.3888888888888889)],[1],[0],[0],[2.041835700001684],['target'],16,0,16,0,31.5108685,,10,31.493478,31.5108685,31.5108685,0.0283232,33.5354183,[np.float64(-0.10648148148148148)],[np.float64(0.3888888888888889)],[1],[0],[0],[2.041835700001684],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
17,0,17,[np.float64(0.3972222222222222)],[np.float64(-0.45092592592592595)],[1],[0],[0],[2.6141424999950686],['target'],17,0,17,0,33.5760525,,10,33.5676237,33.5760525,33.5760525,0.0319919,36.1819221,[np.float64(0.3972222222222222)],[np.float64(-0.45092592592592595)],[1],[0],[0],[2.6141424999950686],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
18,0,18,"[np.float64(-0.26944444444444443), np.float64(-0.26296296296296295)]","[np.float64(-0.18333333333333332), np.float64(-0.18888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.4608224000112386, 2.2954572000016924]","[None, 'target']",18,0,18,0,36.2124892,,10,36.2053475,36.2124892,36.2124892,0.0231141,38.5009216,"[np.float64(-0.26944444444444443), np.float64(-0.26296296296296295)]","[np.float64(-0.18333333333333332), np.float64(-0.18888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.4608224000112386, 2.2954572000016924]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
19,0,19,[np.float64(0.2675925925925926)],[np.float64(-0.1425925925925926)],[1],[0],[0],[1.9191944000049261],['target'],19,0,19,0,38.535848,,10,38.5289274,38.535848,38.535848,0.0277385,40.4481849,[np.float64(0.2675925925925926)],[np.float64(-0.1425925925925926)],[1],[0],[0],[1.9191944000049261],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
20,0,20,[np.float64(0.4638888888888889)],[np.float64(-0.37037037037037035)],[1],[0],[0],[1.5713828999869293],['target'],20,0,20,0,40.4743029,,10,40.4655474,40.4743029,40.4743029,0.0172741,42.037033,[np.float64(0.4638888888888889)],[np.float64(-0.37037037037037035)],[1],[0],[0],[1.5713828999869293],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
21,0,21,[np.float64(0.30925925925925923)],[np.float64(-0.12037037037037036)],[1],[0],[0],[1.4807815000094706],['target'],21,0,21,0,42.0798853,,10,42.0673398,42.0798853,42.0798853,0.029979,43.5482645,[np.float64(0.30925925925925923)],[np.float64(-0.12037037037037036)],[1],[0],[0],[1.4807815000094706],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
22,0,22,[np.float64(-0.05185185185185185)],[np.float64(-0.362962962962963)],[1],[0],[0],[1.8801822000095854],['target'],22,0,22,0,43.5924184,,10,43.584323,43.5924184,43.5924184,0.0357795,45.4646149,[np.float64(-0.05185185185185185)],[np.float64(-0.362962962962963)],[1],[0],[0],[1.8801822000095854],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
23,0,23,[np.float64(-0.2101851851851852)],[np.float64(-0.3074074074074074)],[1],[0],[0],[2.3789311000000453],['target'],23,0,23,0,45.4941482,,10,45.4865471,45.4941482,45.4941482,0.0216526,47.8655884,[np.float64(-0.2101851851851852)],[np.float64(-0.3074074074074074)],[1],[0],[0],[2.3789311000000453],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
24,0,24,[np.float64(-0.2222222222222222)],[np.float64(-0.48518518518518516)],[1],[0],[0],[1.353241100005107],['target'],24,0,24,0,47.9102813,,10,47.8993992,47.9102813,47.9102813,0.0336027,49.2527294,[np.float64(-0.2222222222222222)],[np.float64(-0.48518518518518516)],[1],[0],[0],[1.353241100005107],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
25,0,25,[np.float64(0.375)],[np.float64(-0.3074074074074074)],[1],[0],[0],[1.9290499999915482],['target'],25,0,25,0,49.2760834,,5,49.2682945,49.2760834,49.2760834,0.0153599,51.1974588,[np.float64(0.375)],[np.float64(-0.3074074074074074)],[1],[0],[0],[1.9290499999915482],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
26,0,26,[np.float64(0.30185185185185187)],[np.float64(-0.2898148148148148)],[1],[0],[0],[1.1568292000010842],['target'],26,0,26,0,51.2296251,,10,51.2221669,51.2296251,51.2296251,0.0244813,52.379129,[np.float64(0.30185185185185187)],[np.float64(-0.2898148148148148)],[1],[0],[0],[1.1568292000010842],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
27,0,27,[np.float64(0.06481481481481481)],[np.float64(0.3787037037037037)],[1],[0],[0],[2.150460099990596],['target'],27,0,27,0,52.4056553,,5,52.396931,52.4056553,52.4056553,0.0174672,54.5474764,[np.float64(0.06481481481481481)],[np.float64(0.3787037037037037)],[1],[0],[0],[2.150460099990596],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
28,0,28,"[np.float64(0.1574074074074074), np.float64(0.14814814814814814)]","[np.float64(0.1037037037037037), np.float64(0.11203703703703703)]","[1, 1]","[0, 0]","[0, 0]","[1.6636813000077382, 2.5637974999990547]","[None, 'target']",28,0,28,0,54.5732063,,5,54.565137,54.5732063,54.5732063,0.017405,57.1290273,"[np.float64(0.1574074074074074), np.float64(0.14814814814814814)]","[np.float64(0.1037037037037037), np.float64(0.11203703703703703)]","[1, 1]","[0, 0]","[0, 0]","[1.6636813000077382, 2.5637974999990547]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
29,0,29,[np.float64(-0.3194444444444444)],[np.float64(0.25555555555555554)],[1],[0],[0],[1.8502470000094036],['target'],29,0,29,0,57.1693504,,10,57.1617951,57.1693504,57.1693504,0.0325516,59.0122092,[np.float64(-0.3194444444444444)],[np.float64(0.25555555555555554)],[1],[0],[0],[1.8502470000094036],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
30,0,30,[np.float64(-0.023148148148148147)],[np.float64(0.37777777777777777)],[1],[0],[0],[2.600146600001608],['target'],30,0,30,0,59.0526793,,10,59.0443384,59.0526793,59.0526793,0.0317785,61.6445925,[np.float64(-0.023148148148148147)],[np.float64(0.37777777777777777)],[1],[0],[0],[2.600146600001608],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
31,0,31,[np.float64(-0.44074074074074077)],[np.float64(0.30925925925925923)],[1],[0],[0],[2.841658899997128],['target'],31,0,31,0,61.6796166,,10,61.6720104,61.6796166,61.6796166,0.0271279,64.5137716,[np.float64(-0.44074074074074077)],[np.float64(0.30925925925925923)],[1],[0],[0],[2.841658899997128],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
32,0,32,[np.float64(0.14074074074074075)],[np.float64(-0.07037037037037037)],[1],[0],[0],[2.588817099996959],['target'],32,0,32,0,64.5459723,,10,64.5384944,64.5459723,64.5459723,0.024496,67.1274161,[np.float64(0.14074074074074075)],[np.float64(-0.07037037037037037)],[1],[0],[0],[2.588817099996959],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
33,0,33,[np.float64(-0.011111111111111112)],[np.float64(0.3888888888888889)],[1],[0],[0],[2.460216199993738],['target'],33,0,33,0,67.1671619,,10,67.1577799,67.1671619,67.1671619,0.0301505,69.6181073,[np.float64(-0.011111111111111112)],[np.float64(0.3888888888888889)],[1],[0],[0],[2.460216199993738],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
34,0,34,[np.float64(0.12962962962962962)],[np.float64(0.20092592592592592)],[1],[0],[0],[1.5780573999945773],['target'],34,0,34,0,69.6564475,,10,69.6485523,69.6564475,69.6564475,0.0302341,71.2266959,[np.float64(0.12962962962962962)],[np.float64(0.20092592592592592)],[1],[0],[0],[1.5780573999945773],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
35,0,35,[np.float64(0.19074074074074074)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.3571569000050658],['target'],35,0,35,0,71.2415543,,5,71.2359924,71.2415543,71.2415543,0.0091499,72.5931977,[np.float64(0.19074074074074074)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.3571569000050658],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
36,0,36,[np.float64(0.4777777777777778)],[np.float64(-0.2759259259259259)],[1],[0],[0],[2.06613879998622],['target'],36,0,36,0,72.6182248,,10,72.609734,72.6182248,72.6182248,0.0164569,74.6759446,[np.float64(0.4777777777777778)],[np.float64(-0.2759259259259259)],[1],[0],[0],[2.06613879998622],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
37,0,37,[np.float64(0.2388888888888889)],[np.float64(-0.48518518518518516)],[1],[0],[0],[2.8887206000072183],['target'],37,0,37,0,74.6934178,,5,74.6880513,74.6934178,74.6934178,0.0119547,77.5768608,[np.float64(0.2388888888888889)],[np.float64(-0.48518518518518516)],[1],[0],[0],[2.8887206000072183],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
38,0,38,[np.float64(0.06759259259259259)],[np.float64(0.4824074074074074)],[1],[0],[0],[2.1623183000046993],['target'],38,0,38,0,77.6035325,,10,77.5961946,77.6035325,77.6035325,0.0191856,79.7585692,[np.float64(0.06759259259259259)],[np.float64(0.4824074074074074)],[1],[0],[0],[2.1623183000046993],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
39,0,39,"[np.float64(-0.4166666666666667), np.float64(-0.4083333333333333)]","[np.float64(0.44074074074074077), np.float64(0.4537037037037037)]","[1, 1]","[0, 0]","[0, 0]","[1.5253380999929504, 2.2919962000014493]","[None, 'target']",39,0,39,0,79.7909715,,10,79.7829583,79.7909715,79.7909715,0.0242744,82.0750011,"[np.float64(-0.4166666666666667), np.float64(-0.4083333333333333)]","[np.float64(0.44074074074074077), np.float64(0.4537037037037037)]","[1, 1]","[0, 0]","[0, 0]","[1.5253380999929504, 2.2919962000014493]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
40,0,40,"[np.float64(-0.024074074074074074), np.float64(-0.020370370370370372)]","[np.float64(-0.4564814814814815), np.float64(-0.46111111111111114)]","[1, 1]","[0, 0]","[0, 0]","[2.8148722000041744, 4.064027800006443]","[None, 'target']",40,0,40,0,82.1027004,,10,82.0934076,82.1027004,82.1027004,0.0182997,86.1574921,"[np.float64(-0.024074074074074074), np.float64(-0.020370370370370372)]","[np.float64(-0.4564814814814815), np.float64(-0.46111111111111114)]","[1, 1]","[0, 0]","[0, 0]","[2.8148722000041744, 4.064027800006443]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
41,0,41,[np.float64(0.43796296296296294)],[np.float64(0.3990740740740741)],[1],[0],[0],[2.5303882000007434],['target'],41,0,41,0,86.1882896,,10,86.1783037,86.1882896,86.1882896,0.0206776,88.7088202,[np.float64(0.43796296296296294)],[np.float64(0.3990740740740741)],[1],[0],[0],[2.5303882000007434],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
42,0,42,[np.float64(0.44166666666666665)],[np.float64(0.09351851851851851)],[1],[0],[0],[2.1985774999920977],['target'],42,0,42,0,88.735817,,5,88.7271583,88.735817,88.735817,0.0180264,90.9257991,[np.float64(0.44166666666666665)],[np.float64(0.09351851851851851)],[1],[0],[0],[2.1985774999920977],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
43,0,43,[np.float64(0.27314814814814814)],[np.float64(0.18796296296296297)],[1],[0],[0],[1.7659577000013087],['target'],43,0,43,0,90.950506,,5,90.9429728,90.950506,90.950506,0.0169986,92.7090845,[np.float64(0.27314814814814814)],[np.float64(0.18796296296296297)],[1],[0],[0],[1.7659577000013087],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
44,0,44,[np.float64(0.39537037037037037)],[np.float64(-0.04351851851851852)],[1],[0],[0],[2.0163764000026276],['target'],44,0,44,0,92.7522528,,10,92.7416128,92.7522528,92.7522528,0.0323366,94.7581909,[np.float64(0.39537037037037037)],[np.float64(-0.04351851851851852)],[1],[0],[0],[2.0163764000026276],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
45,0,45,[np.float64(0.16666666666666666)],[np.float64(0.37592592592592594)],[1],[0],[0],[1.6498214000021107],['target'],45,0,45,0,94.8025866,,10,94.7920712,94.8025866,94.8025866,0.0335466,96.441993,[np.float64(0.16666666666666666)],[np.float64(0.37592592592592594)],[1],[0],[0],[1.6498214000021107],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
46,0,46,[np.float64(0.35185185185185186)],[np.float64(-0.37407407407407406)],[1],[0],[0],[2.282181699993089],['target'],46,0,46,0,96.4688642,,5,96.4589923,96.4688642,96.4688642,0.0167786,98.7412819,[np.float64(0.35185185185185186)],[np.float64(-0.37407407407407406)],[1],[0],[0],[2.282181699993089],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
47,0,47,[np.float64(-0.19074074074074074)],[np.float64(-0.1685185185185185)],[1],[0],[0],[1.5817738999903668],['target'],47,0,47,0,98.7661896,,5,98.7585668,98.7661896,98.7661896,0.0170945,100.3406129,[np.float64(-0.19074074074074074)],[np.float64(-0.1685185185185185)],[1],[0],[0],[1.5817738999903668],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
48,0,48,[np.float64(-0.15925925925925927)],[np.float64(-0.32314814814814813)],[1],[0],[0],[0.9313234000001103],['target'],48,0,48,0,100.3649147,,5,100.3580769,100.3649147,100.3649147,0.0171268,101.2894457,[np.float64(-0.15925925925925927)],[np.float64(-0.32314814814814813)],[1],[0],[0],[0.9313234000001103],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
49,0,49,[np.float64(0.27870370370370373)],[np.float64(0.4861111111111111)],[1],[0],[0],[3.0417037999868626],['target'],49,0,49,0,101.3052232,,5,101.2989352,101.3052232,101.3052232,0.0093608,104.3407588,[np.float64(0.27870370370370373)],[np.float64(0.4861111111111111)],[1],[0],[0],[3.0417037999868626],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
50,0,50,"[np.float64(0.42407407407407405), np.float64(0.4388888888888889)]","[np.float64(0.13425925925925927), np.float64(0.14814814814814814)]","[1, 1]","[0, 0]","[0, 0]","[2.305980399993132, 3.0398801999981515]","[None, 'target']",50,0,50,0,104.375081,,10,104.3678627,104.375081,104.375081,0.026861,107.4078902,"[np.float64(0.42407407407407405), np.float64(0.4388888888888889)]","[np.float64(0.13425925925925927), np.float64(0.14814814814814814)]","[1, 1]","[0, 0]","[0, 0]","[2.305980399993132, 3.0398801999981515]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
51,0,51,"[np.float64(0.387037037037037), np.float64(0.39444444444444443)]","[np.float64(-0.3287037037037037), np.float64(-0.3277777777777778)]","[1, 1]","[0, 0]","[0, 0]","[1.6176815000071656, 2.4173414999968372]","[None, 'target']",51,0,51,0,107.4455011,,10,107.4382492,107.4455011,107.4455011,0.0299725,109.8557492,"[np.float64(0.387037037037037), np.float64(0.39444444444444443)]","[np.float64(-0.3287037037037037), np.float64(-0.3277777777777778)]","[1, 1]","[0, 0]","[0, 0]","[1.6176815000071656, 2.4173414999968372]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
52,0,52,[np.float64(-0.33055555555555555)],[np.float64(0.09166666666666666)],[1],[0],[0],[1.7141128999937791],['target'],52,0,52,0,109.9027862,,10,109.8914461,109.9027862,109.9027862,0.0353235,111.6057784,[np.float64(-0.33055555555555555)],[np.float64(0.09166666666666666)],[1],[0],[0],[1.7141128999937791],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
53,0,53,"[np.float64(-0.2462962962962963), np.float64(-0.2537037037037037)]","[np.float64(-0.3194444444444444), np.float64(-0.3194444444444444)]","[1, 1]","[0, 0]","[0, 0]","[2.146956399999908, 2.996888499998022]","[None, 'target']",53,0,53,0,111.6322661,,5,111.6244083,111.6322661,111.6322661,0.0182618,114.6214541,"[np.float64(-0.2462962962962963), np.float64(-0.2537037037037037)]","[np.float64(-0.3194444444444444), np.float64(-0.3194444444444444)]","[1, 1]","[0, 0]","[0, 0]","[2.146956399999908, 2.996888499998022]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
