thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
54,0,54,[np.float64(0.29259259259259257)],[np.float64(0.025925925925925925)],[1],[0],[0],[2.2191250000032596],['target'],54,0,54,0,114.6609888,,10,114.653446,114.6609888,114.6609888,0.0315787,116.8726798,[np.float64(0.29259259259259257)],[np.float64(0.025925925925925925)],[1],[0],[0],[2.2191250000032596],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
55,0,55,[np.float64(-0.06388888888888888)],[np.float64(0.35185185185185186)],[1],[0],[0],[2.1170827000023564],['target'],55,0,55,0,116.9158445,,10,116.9053265,116.9158445,116.9158445,0.0324049,119.0225324,[np.float64(-0.06388888888888888)],[np.float64(0.35185185185185186)],[1],[0],[0],[2.1170827000023564],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
56,0,56,[np.float64(0.006481481481481481)],[np.float64(-0.06574074074074074)],[1],[0],[0],[2.034154299995862],['target'],56,0,56,0,119.0623055,,10,119.0538674,119.0623055,119.0623055,0.0310912,121.088126,[np.float64(0.006481481481481481)],[np.float64(-0.06574074074074074)],[1],[0],[0],[2.034154299995862],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
57,0,57,[np.float64(0.31574074074074077)],[np.float64(0.2722222222222222)],[1],[0],[0],[1.7983174000110012],['target'],57,0,57,0,121.1109292,,5,121.1049258,121.1109292,121.1109292,0.0165502,122.9032884,[np.float64(0.31574074074074077)],[np.float64(0.2722222222222222)],[1],[0],[0],[1.7983174000110012],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
58,0,58,"[np.float64(0.3101851851851852), np.float64(0.30277777777777776)]","[np.float64(-0.28055555555555556), np.float64(-0.26851851851851855)]","[1, 1]","[0, 0]","[0, 0]","[2.024897100011003, 2.8560137000022223]","[None, 'target']",58,0,58,0,122.9214863,,5,122.9148154,122.9214863,122.9214863,0.0114544,125.7709447,"[np.float64(0.3101851851851852), np.float64(0.30277777777777776)]","[np.float64(-0.28055555555555556), np.float64(-0.26851851851851855)]","[1, 1]","[0, 0]","[0, 0]","[2.024897100011003, 2.8560137000022223]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
59,0,59,[np.float64(0.2611111111111111)],[np.float64(-0.2111111111111111)],[1],[0],[0],[1.418128000004799],['target'],59,0,59,0,125.8168752,,10,125.8053805,125.8168752,125.8168752,0.0342212,127.223631,[np.float64(0.2611111111111111)],[np.float64(-0.2111111111111111)],[1],[0],[0],[1.418128000004799],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
60,0,60,[np.float64(0.046296296296296294)],[np.float64(0.31574074074074077)],[1],[0],[0],[1.6296285999997053],['target'],60,0,60,0,127.2496673,,5,127.241789,127.2496673,127.2496673,0.017821,128.8716104,[np.float64(0.046296296296296294)],[np.float64(0.31574074074074077)],[1],[0],[0],[1.6296285999997053],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
61,0,61,[np.float64(0.06481481481481481)],[np.float64(0.012962962962962963)],[1],[0],[0],[1.489239100003033],['target'],61,0,61,0,128.9079669,,10,128.9001228,128.9079669,128.9079669,0.028285,130.3894594,[np.float64(0.06481481481481481)],[np.float64(0.012962962962962963)],[1],[0],[0],[1.489239100003033],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
62,0,62,[np.float64(0.40925925925925927)],[np.float64(-0.3962962962962963)],[1],[0],[0],[1.8634621999954106],['target'],62,0,62,0,130.4151164,,5,130.4079319,130.4151164,130.4151164,0.0182786,132.2715105,[np.float64(0.40925925925925927)],[np.float64(-0.3962962962962963)],[1],[0],[0],[1.8634621999954106],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
63,0,63,[np.float64(0.18611111111111112)],[np.float64(0.01574074074074074)],[1],[0],[0],[1.2622572999971453],['target'],63,0,63,0,132.2991055,,5,132.2899549,132.2991055,132.2991055,0.0181554,133.5523316,[np.float64(0.18611111111111112)],[np.float64(0.01574074074074074)],[1],[0],[0],[1.2622572999971453],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
64,0,64,[np.float64(-0.11944444444444445)],[np.float64(-0.45185185185185184)],[1],[0],[0],[2.214861699991161],['target'],64,0,64,0,133.579775,,5,133.5718236,133.579775,133.579775,0.0192452,135.7868055,[np.float64(-0.11944444444444445)],[np.float64(-0.45185185185185184)],[1],[0],[0],[2.214861699991161],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
65,0,65,[np.float64(0.18055555555555555)],[np.float64(0.4101851851851852)],[1],[0],[0],[1.9645737999962876],['target'],65,0,65,0,135.8292407,,10,135.820917,135.8292407,135.8292407,0.0338966,137.7855705,[np.float64(0.18055555555555555)],[np.float64(0.4101851851851852)],[1],[0],[0],[1.9645737999962876],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
66,0,66,[np.float64(-0.43703703703703706)],[np.float64(-0.14722222222222223)],[1],[0],[0],[1.924756399996113],['target'],66,0,66,0,137.801532,,5,137.7946843,137.801532,137.801532,0.0089643,139.7195899,[np.float64(-0.43703703703703706)],[np.float64(-0.14722222222222223)],[1],[0],[0],[1.924756399996113],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
67,0,67,[np.float64(-0.4787037037037037)],[np.float64(0.3435185185185185)],[1],[0],[0],[1.9280044000042835],['target'],67,0,67,0,139.7477117,,5,139.7399612,139.7477117,139.7477117,0.0200967,141.6680951,[np.float64(-0.4787037037037037)],[np.float64(0.3435185185185185)],[1],[0],[0],[1.9280044000042835],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
68,0,68,"[np.float64(-0.3537037037037037), np.float64(-0.3472222222222222)]","[np.float64(-0.009259259259259259), np.float64(-0.013888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.363557300006505, 2.1455343999987235]","[None, 'target']",68,0,68,0,141.6957261,,5,141.6881212,141.6957261,141.6957261,0.0197438,143.8337471,"[np.float64(-0.3537037037037037), np.float64(-0.3472222222222222)]","[np.float64(-0.009259259259259259), np.float64(-0.013888888888888888)]","[1, 1]","[0, 0]","[0, 0]","[1.363557300006505, 2.1455343999987235]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
69,0,69,"[np.float64(-0.29814814814814816), np.float64(-0.29074074074074074)]","[np.float64(-0.13333333333333333), np.float64(-0.1425925925925926)]","[1, 1]","[0, 0]","[0, 0]","[1.053409800006193, 1.8493383000022732]","[None, 'target']",69,0,69,0,143.8582106,,5,143.8507103,143.8582106,143.8582106,0.01676,145.7000975,"[np.float64(-0.29814814814814816), np.float64(-0.29074074074074074)]","[np.float64(-0.13333333333333333), np.float64(-0.1425925925925926)]","[1, 1]","[0, 0]","[0, 0]","[1.053409800006193, 1.8493383000022732]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
70,0,70,[np.float64(0.42407407407407405)],[np.float64(-0.02962962962962963)],[1],[0],[0],[1.653549100010423],['target'],70,0,70,0,145.7200132,,5,145.7145415,145.7200132,145.7200132,0.0143149,147.3681857,[np.float64(0.42407407407407405)],[np.float64(-0.02962962962962963)],[1],[0],[0],[1.653549100010423],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
71,0,71,"[np.float64(-0.16018518518518518), np.float64(-0.1527777777777778)]","[np.float64(-0.28425925925925927), np.float64(-0.27037037037037037)]","[1, 1]","[0, 0]","[0, 0]","[1.3506457000039518, 2.1160278000024846]","[None, 'target']",71,0,71,0,147.3922467,,5,147.3848463,147.3922467,147.3922467,0.0165057,149.5009585,"[np.float64(-0.16018518518518518), np.float64(-0.1527777777777778)]","[np.float64(-0.28425925925925927), np.float64(-0.27037037037037037)]","[1, 1]","[0, 0]","[0, 0]","[1.3506457000039518, 2.1160278000024846]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
72,0,72,"[np.float64(-0.1111111111111111), np.float64(-0.11574074074074074)]","[np.float64(0.3861111111111111), np.float64(0.3861111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.8681053000036627, 2.5842416000086814]","[None, 'target']",72,0,72,0,149.5250187,,5,149.5174995,149.5250187,149.5250187,0.0163426,152.1018744,"[np.float64(-0.1111111111111111), np.float64(-0.11574074074074074)]","[np.float64(0.3861111111111111), np.float64(0.3861111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.8681053000036627, 2.5842416000086814]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
73,0,73,[np.float64(-0.20925925925925926)],[np.float64(-0.3175925925925926)],[1],[0],[0],[2.536293500001193],['target'],73,0,73,0,152.1438802,,10,152.1341157,152.1438802,152.1438802,0.0319483,154.6705024,[np.float64(-0.20925925925925926)],[np.float64(-0.3175925925925926)],[1],[0],[0],[2.536293500001193],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
74,0,74,[np.float64(-0.24722222222222223)],[np.float64(0.13148148148148148)],[1],[0],[0],[1.662035500005004],['target'],74,0,74,0,154.6970708,,5,154.6877197,154.6970708,154.6970708,0.0169512,156.3499101,[np.float64(-0.24722222222222223)],[np.float64(0.13148148148148148)],[1],[0],[0],[1.662035500005004],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
75,0,75,[np.float64(0.19814814814814816)],[np.float64(0.19074074074074074)],[1],[0],[0],[1.1811480000033043],['target'],75,0,75,0,156.3772275,,5,156.3688878,156.3772275,156.3772275,0.0187081,157.5502488,[np.float64(0.19814814814814816)],[np.float64(0.19074074074074074)],[1],[0],[0],[1.1811480000033043],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
76,0,76,[np.float64(0.14166666666666666)],[np.float64(-0.22870370370370371)],[1],[0],[0],[1.6315009999962058],['target'],76,0,76,0,157.6380965,,5,157.5675008,157.6380965,157.6380965,0.0170436,159.1991546,[np.float64(0.14166666666666666)],[np.float64(-0.22870370370370371)],[1],[0],[0],[1.6315009999962058],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
77,0,77,[np.float64(0.15462962962962962)],[np.float64(0.16203703703703703)],[1],[0],[0],[1.1812536000070395],['target'],77,0,77,0,159.225922,,5,159.2182836,159.225922,159.225922,0.0188551,160.3996464,[np.float64(0.15462962962962962)],[np.float64(0.16203703703703703)],[1],[0],[0],[1.1812536000070395],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
78,0,78,"[np.float64(-0.39444444444444443), np.float64(-0.4046296296296296)]","[np.float64(0.3990740740740741), np.float64(0.4046296296296296)]","[1, 1]","[0, 0]","[0, 0]","[1.5545107999932952, 2.2750806999974884]","[None, 'target']",78,0,78,0,160.4354519,,10,160.4273239,160.4354519,160.4354519,0.0272557,162.7025025,"[np.float64(-0.39444444444444443), np.float64(-0.4046296296296296)]","[np.float64(0.3990740740740741), np.float64(0.4046296296296296)]","[1, 1]","[0, 0]","[0, 0]","[1.5545107999932952, 2.2750806999974884]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
79,0,79,[np.float64(-0.12222222222222222)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.5340768000023672],['target'],79,0,79,0,162.7385037,,10,162.7311312,162.7385037,162.7385037,0.0283772,164.2653471,[np.float64(-0.12222222222222222)],[np.float64(0.28055555555555556)],[1],[0],[0],[1.5340768000023672],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
80,0,80,[np.float64(0.4759259259259259)],[np.float64(-0.36018518518518516)],[1],[0],[0],[1.850408600002993],['target'],80,0,80,0,164.2919192,,5,164.2841918,164.2919192,164.2919192,0.0185736,166.134715,[np.float64(0.4759259259259259)],[np.float64(-0.36018518518518516)],[1],[0],[0],[1.850408600002993],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
81,0,81,[np.float64(0.4388888888888889)],[np.float64(0.31296296296296294)],[1],[0],[0],[2.2707127000030596],['target'],81,0,81,0,166.1670849,,10,166.1597845,166.1670849,166.1670849,0.0247999,168.4305687,[np.float64(0.4388888888888889)],[np.float64(0.31296296296296294)],[1],[0],[0],[2.2707127000030596],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
82,0,82,[np.float64(0.4861111111111111)],[np.float64(0.2101851851851852)],[1],[0],[0],[2.069305600001826],['target'],82,0,82,0,168.4531943,,10,168.4462986,168.4531943,168.4531943,0.015581,170.5157416,[np.float64(0.4861111111111111)],[np.float64(0.2101851851851852)],[1],[0],[0],[2.069305600001826],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
83,0,83,[np.float64(-0.19444444444444445)],[np.float64(0.026851851851851852)],[1],[0],[0],[1.2836735000018962],['target'],83,0,83,0,170.5378983,,5,170.5314277,170.5378983,170.5378983,0.015441,171.8152076,[np.float64(-0.19444444444444445)],[np.float64(0.026851851851851852)],[1],[0],[0],[1.2836735000018962],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
84,0,84,[np.float64(0.21203703703703702)],[np.float64(-0.27037037037037037)],[1],[0],[0],[1.8317305999953533],['target'],84,0,84,0,171.8608429,,10,171.8501357,171.8608429,171.8608429,0.0347364,173.6819997,[np.float64(0.21203703703703702)],[np.float64(-0.27037037037037037)],[1],[0],[0],[1.8317305999953533],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
85,0,85,"[np.float64(-0.4305555555555556), np.float64(-0.4287037037037037)]","[np.float64(0.046296296296296294), np.float64(0.04259259259259259)]","[1, 1]","[0, 0]","[0, 0]","[1.6320912000082899, 2.4832215000060387]","[None, 'target']",85,0,85,0,173.7064368,,5,173.7000282,173.7064368,173.7064368,0.0177227,176.1833772,"[np.float64(-0.4305555555555556), np.float64(-0.4287037037037037)]","[np.float64(0.046296296296296294), np.float64(0.04259259259259259)]","[1, 1]","[0, 0]","[0, 0]","[1.6320912000082899, 2.4832215000060387]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
86,0,86,"[np.float64(-0.12777777777777777), np.float64(-0.11481481481481481)]","[np.float64(-0.03611111111111111), np.float64(-0.058333333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.4276199000014458, 2.248707100006868]","[None, 'target']",86,0,86,0,176.2089689,,5,176.2023875,176.2089689,176.2089689,0.0187119,178.451189,"[np.float64(-0.12777777777777777), np.float64(-0.11481481481481481)]","[np.float64(-0.03611111111111111), np.float64(-0.058333333333333334)]","[1, 1]","[0, 0]","[0, 0]","[1.4276199000014458, 2.248707100006868]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
87,0,87,[np.float64(-0.17037037037037037)],[np.float64(-0.14722222222222223)],[1],[0],[0],[0.9674064999999246],['target'],87,0,87,0,178.494089,,10,178.4824414,178.494089,178.494089,0.0309288,179.4499587,[np.float64(-0.17037037037037037)],[np.float64(-0.14722222222222223)],[1],[0],[0],[0.9674064999999246],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
88,0,88,[np.float64(0.3814814814814815)],[np.float64(-0.44722222222222224)],[1],[0],[0],[2.095481299998937],['target'],88,0,88,0,179.4753531,,5,179.4688547,179.4753531,179.4753531,0.0186639,181.564462,[np.float64(0.3814814814814815)],[np.float64(-0.44722222222222224)],[1],[0],[0],[2.095481299998937],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
89,0,89,[np.float64(0.3509259259259259)],[np.float64(-0.1648148148148148)],[1],[0],[0],[1.2374889999919105],['target'],89,0,89,0,181.5890517,,5,181.5823537,181.5890517,181.5890517,0.0175809,182.8199168,[np.float64(0.3509259259259259)],[np.float64(-0.1648148148148148)],[1],[0],[0],[1.2374889999919105],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
90,0,90,[np.float64(0.023148148148148147)],[np.float64(-0.06018518518518518)],[1],[0],[0],[1.245949300006032],['target'],90,0,90,0,182.843449,,5,182.8364448,182.843449,182.843449,0.0163772,184.0826359,[np.float64(0.023148148148148147)],[np.float64(-0.06018518518518518)],[1],[0],[0],[1.245949300006032],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
91,0,91,[np.float64(-0.03981481481481482)],[np.float64(0.0787037037037037)],[1],[0],[0],[1.2470430999965174],['target'],91,0,91,0,184.1244119,,10,184.1160448,184.1244119,184.1244119,0.0331233,185.3631915,[np.float64(-0.03981481481481482)],[np.float64(0.0787037037037037)],[1],[0],[0],[1.2470430999965174],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
92,0,92,[np.float64(0.1)],[np.float64(-0.26944444444444443)],[1],[0],[0],[1.2485680999961914],['target'],92,0,92,0,185.3885723,,5,185.3808023,185.3885723,185.3885723,0.0173934,186.6295052,[np.float64(0.1)],[np.float64(-0.26944444444444443)],[1],[0],[0],[1.2485680999961914],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
93,0,93,[np.float64(-0.362962962962963)],[np.float64(0.03888888888888889)],[1],[0],[0],[2.017152200001874],['target'],93,0,93,0,186.6513247,,5,186.6443836,186.6513247,186.6513247,0.0146398,188.6615838,[np.float64(-0.362962962962963)],[np.float64(0.03888888888888889)],[1],[0],[0],[2.017152200001874],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
94,0,94,"[np.float64(-0.2101851851851852), np.float64(-0.2074074074074074)]","[np.float64(0.014814814814814815), np.float64(0.014814814814814815)]","[1, 1]","[0, 0]","[0, 0]","[1.3988967999903252, 2.338684699992882]","[None, 'target']",94,0,94,0,188.6860794,,10,188.6792709,188.6860794,188.6860794,0.0175873,191.0180671,"[np.float64(-0.2101851851851852), np.float64(-0.2074074074074074)]","[np.float64(0.014814814814814815), np.float64(0.014814814814814815)]","[1, 1]","[0, 0]","[0, 0]","[1.3988967999903252, 2.338684699992882]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
95,0,95,"[np.float64(-0.4527777777777778), np.float64(-0.462037037037037)]","[np.float64(-0.29444444444444445), np.float64(-0.2953703703703704)]","[1, 1]","[0, 0]","[0, 0]","[1.7604380999982823, 2.573947099997895]","[None, 'target']",95,0,95,0,191.0440901,,5,191.036372,191.0440901,191.0440901,0.0180296,193.6103779,"[np.float64(-0.4527777777777778), np.float64(-0.462037037037037)]","[np.float64(-0.29444444444444445), np.float64(-0.2953703703703704)]","[1, 1]","[0, 0]","[0, 0]","[1.7604380999982823, 2.573947099997895]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
96,0,96,[np.float64(0.013888888888888888)],[np.float64(-0.32314814814814813)],[1],[0],[0],[2.1333668000006583],['target'],96,0,96,0,193.6425782,,10,193.6330166,193.6425782,193.6425782,0.0225035,195.7665051,[np.float64(0.013888888888888888)],[np.float64(-0.32314814814814813)],[1],[0],[0],[2.1333668000006583],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
97,0,97,[np.float64(-0.46296296296296297)],[np.float64(0.20277777777777778)],[1],[0],[0],[2.048978199993144],['target'],97,0,97,0,195.7907169,,5,195.7833663,195.7907169,195.7907169,0.0166269,197.8324676,[np.float64(-0.46296296296296297)],[np.float64(0.20277777777777778)],[1],[0],[0],[2.048978199993144],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
98,0,98,[np.float64(-0.4388888888888889)],[np.float64(0.014814814814814815)],[1],[0],[0],[1.8487680999969598],['target'],98,0,98,0,197.875056,,10,197.8632962,197.875056,197.875056,0.0305954,199.7121618,[np.float64(-0.4388888888888889)],[np.float64(0.014814814814814815)],[1],[0],[0],[1.8487680999969598],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
99,0,99,"[np.float64(0.4564814814814815), np.float64(0.46111111111111114)]","[np.float64(-0.2), np.float64(-0.2)]","[1, 1]","[0, 0]","[0, 0]","[2.1981747999961954, 3.117465799994534]","[None, 'target']",99,0,99,0,199.7539147,,10,199.7452764,199.7539147,199.7539147,0.0328964,202.8628995,"[np.float64(0.4564814814814815), np.float64(0.46111111111111114)]","[np.float64(-0.2), np.float64(-0.2)]","[1, 1]","[0, 0]","[0, 0]","[2.1981747999961954, 3.117465799994534]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
100,0,100,[np.float64(0.4842592592592593)],[np.float64(-0.020370370370370372)],[1],[0],[0],[1.6509548000030918],['target'],100,0,100,0,202.9051083,,10,202.8939634,202.9051083,202.9051083,0.0306804,204.5450416,[np.float64(0.4842592592592593)],[np.float64(-0.020370370370370372)],[1],[0],[0],[1.6509548000030918],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
101,0,101,[np.float64(-0.2962962962962963)],[np.float64(0.4583333333333333)],[1],[0],[0],[2.1618277999950806],['target'],101,0,101,0,204.5711417,,5,204.5639237,204.5711417,204.5711417,0.0185583,206.7258067,[np.float64(-0.2962962962962963)],[np.float64(0.4583333333333333)],[1],[0],[0],[2.1618277999950806],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
102,0,102,[np.float64(0.062037037037037036)],[np.float64(0.45925925925925926)],[1],[0],[0],[2.001737900005537],['target'],102,0,102,0,206.7484102,,5,206.7421557,206.7484102,206.7484102,0.0162476,208.7440125,[np.float64(0.062037037037037036)],[np.float64(0.45925925925925926)],[1],[0],[0],[2.001737900005537],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
103,0,103,[np.float64(0.04722222222222222)],[np.float64(-0.40925925925925927)],[1],[0],[0],[1.8640221000096062],['target'],103,0,103,0,208.7696166,,5,208.7614945,208.7696166,208.7696166,0.0172829,210.6255707,[np.float64(0.04722222222222222)],[np.float64(-0.40925925925925927)],[1],[0],[0],[1.8640221000096062],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
104,0,104,[np.float64(0.09814814814814815)],[np.float64(-0.3398148148148148)],[1],[0],[0],[1.0984261999983573],['target'],104,0,104,0,210.6518824,,10,210.6432235,210.6518824,210.6518824,0.0175509,211.7416963,[np.float64(0.09814814814814815)],[np.float64(-0.3398148148148148)],[1],[0],[0],[1.0984261999983573],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
105,0,105,[np.float64(-0.014814814814814815)],[np.float64(0.007407407407407408)],[1],[0],[0],[1.9192719999991823],['target'],105,0,105,0,211.7644006,,5,211.7574109,211.7644006,211.7644006,0.0156246,213.6768275,[np.float64(-0.014814814814814815)],[np.float64(0.007407407407407408)],[1],[0],[0],[1.9192719999991823],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
106,0,106,[np.float64(0.29074074074074074)],[np.float64(-0.1425925925925926)],[1],[0],[0],[0.9678874999954132],['target'],106,0,106,0,213.7204852,,10,213.7085221,213.7204852,213.7204852,0.0314655,214.6765248,[np.float64(0.29074074074074074)],[np.float64(-0.1425925925925926)],[1],[0],[0],[0.9678874999954132],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
107,0,107,"[np.float64(0.29074074074074074), np.float64(-0.47129629629629627)]","[np.float64(-0.1425925925925926), np.float64(0.3351851851851852)]","[1, 1]","[0, 0]","[0, 0]","[0.21692259999690577, 2.3147798999998486]","[None, 'target']",107,0,107,0,214.7039466,,5,214.694188,214.7039466,214.7039466,0.0173833,217.0090455,"[np.float64(0.29074074074074074), np.float64(-0.47129629629629627)]","[np.float64(-0.1425925925925926), np.float64(0.3351851851851852)]","[1, 1]","[0, 0]","[0, 0]","[0.21692259999690577, 2.3147798999998486]","[None, 'target']",610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
108,0,108,[np.float64(-0.013888888888888888)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.3819176000106381],['target'],108,0,108,0,217.0319312,,5,217.0256064,217.0319312,217.0319312,0.0163641,218.4076858,[np.float64(-0.013888888888888888)],[np.float64(0.2824074074074074)],[1],[0],[0],[1.3819176000106381],['target'],610780,1,2025-10-02_04h14.26.182,untitled,,2025.1.1,60.1317125,2025-10-02 04h14.30.798480 +0530
